subject,session,block,runsheet,trial,exposure,valence,action,robot,stimulus,rune,rune_set,correct,choice,rt,accuracy,sham,outcome,total_keys,congruence
09byk3dg92is9b06rwaybmoh,3,1,3b,69,6,0,no-go,NGAL,30,E,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,74,7,0,no-go,NGAL,30,E,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,78,8,0,no-go,NGAL,30,E,elianto,0,1,1.065,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,124,1,0,no-go,NGAL,31,F,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,125,2,0,no-go,NGAL,31,F,elianto,0,1,0.8370000000000001,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,132,3,0,no-go,NGAL,31,F,elianto,0,1,1.099,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,136,4,0,no-go,NGAL,31,F,elianto,0,0,,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,138,5,0,no-go,NGAL,31,F,elianto,0,1,1.143,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,141,6,0,no-go,NGAL,31,F,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,145,7,0,no-go,NGAL,31,F,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,151,8,0,no-go,NGAL,31,F,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,153,9,0,no-go,NGAL,31,F,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,157,10,0,no-go,NGAL,31,F,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,161,11,0,no-go,NGAL,31,F,elianto,0,1,0.603,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,166,12,0,no-go,NGAL,31,F,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,1,1,0,go,GAL,32,G,elianto,1,1,0.932,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,8,2,0,go,GAL,32,G,elianto,1,1,0.82,1,1.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,12,3,0,go,GAL,32,G,elianto,1,1,0.7709999999999999,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,13,4,0,go,GAL,32,G,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,19,5,0,go,GAL,32,G,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,21,6,0,go,GAL,32,G,elianto,1,1,0.892,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,25,7,0,go,GAL,32,G,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,30,8,0,go,GAL,32,G,elianto,1,1,0.759,1,1.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,193,1,1,go,GW,33,H,elianto,1,1,0.627,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,199,2,1,go,GW,33,H,elianto,1,1,0.8109999999999999,1,1.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,204,3,1,go,GW,33,H,elianto,1,1,0.541,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,206,4,1,go,GW,33,H,elianto,1,1,0.41,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,210,5,1,go,GW,33,H,elianto,1,1,0.8029999999999999,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,214,6,1,go,GW,33,H,elianto,1,1,0.355,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,218,7,1,go,GW,33,H,elianto,1,1,0.6659999999999999,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,222,8,1,go,GW,33,H,elianto,1,1,0.855,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,228,9,1,go,GW,33,H,elianto,1,0,,0,0.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,229,10,1,go,GW,33,H,elianto,1,1,0.611,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,235,11,1,go,GW,33,H,elianto,1,1,0.627,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,240,12,1,go,GW,33,H,elianto,1,1,0.621,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,82,1,0,go,GAL,35,J,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,86,2,0,go,GAL,35,J,elianto,1,0,,0,1.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,91,3,0,go,GAL,35,J,elianto,1,1,0.9670000000000001,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,94,4,0,go,GAL,35,J,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,99,5,0,go,GAL,35,J,elianto,1,1,0.904,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,102,6,0,go,GAL,35,J,elianto,1,1,0.846,1,1.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,105,7,0,go,GAL,35,J,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,110,8,0,go,GAL,35,J,elianto,1,0,,0,1.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,113,9,0,go,GAL,35,J,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,117,10,0,go,GAL,35,J,elianto,1,0,,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,76,1,0,no-go,NGAL,36,K,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,80,2,0,no-go,NGAL,36,K,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,84,3,0,no-go,NGAL,36,K,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,85,4,0,no-go,NGAL,36,K,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,90,5,0,no-go,NGAL,36,K,elianto,0,1,0.7040000000000001,0,1.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,93,6,0,no-go,NGAL,36,K,elianto,0,1,0.835,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,98,7,0,no-go,NGAL,36,K,elianto,0,1,0.9670000000000001,0,1.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,103,8,0,no-go,NGAL,36,K,elianto,0,1,0.738,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,106,9,0,no-go,NGAL,36,K,elianto,0,1,0.722,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,112,10,0,no-go,NGAL,36,K,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,116,11,0,no-go,NGAL,36,K,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,118,12,0,no-go,NGAL,36,K,elianto,0,1,0.973,0,1.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,2,1,1,no-go,NGW,37,L,elianto,0,0,,1,1.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,6,2,1,no-go,NGW,37,L,elianto,0,1,0.7090000000000001,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,10,3,1,no-go,NGW,37,L,elianto,0,1,0.929,0,1.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,14,4,1,no-go,NGW,37,L,elianto,0,1,0.599,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,17,5,1,no-go,NGW,37,L,elianto,0,1,1.043,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,23,6,1,no-go,NGW,37,L,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,27,7,1,no-go,NGW,37,L,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,29,8,1,no-go,NGW,37,L,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,209,1,0,no-go,NGAL,38,M,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,213,2,0,no-go,NGAL,38,M,elianto,0,0,,1,1.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,220,3,0,no-go,NGAL,38,M,elianto,0,0,,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,221,4,0,no-go,NGAL,38,M,elianto,0,1,0.8690000000000001,0,1.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,2,3a,227,5,0,no-go,NGAL,38,M,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,232,6,0,no-go,NGAL,38,M,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,236,7,0,no-go,NGAL,38,M,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,238,8,0,no-go,NGAL,38,M,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,121,1,0,go,GAL,39,N,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,127,2,0,go,GAL,39,N,elianto,1,0,,0,1.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,129,3,0,go,GAL,39,N,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,135,4,0,go,GAL,39,N,elianto,1,0,,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,139,5,0,go,GAL,39,N,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,144,6,0,go,GAL,39,N,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,147,7,0,go,GAL,39,N,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,152,8,0,go,GAL,39,N,elianto,1,1,0.87,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,156,9,0,go,GAL,39,N,elianto,1,0,,0,1.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,160,10,0,go,GAL,39,N,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,35,1,0,no-go,NGAL,41,P,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,37,2,0,no-go,NGAL,41,P,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,42,3,0,no-go,NGAL,41,P,elianto,0,1,1.07,0,1.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,45,4,0,no-go,NGAL,41,P,elianto,0,1,0.82,0,1.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,52,5,0,no-go,NGAL,41,P,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,56,6,0,no-go,NGAL,41,P,elianto,0,0,,1,1.0,0,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,57,7,0,no-go,NGAL,41,P,elianto,0,1,0.636,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,63,8,0,no-go,NGAL,41,P,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,67,9,0,no-go,NGAL,41,P,elianto,0,1,0.845,0,0.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,71,10,0,no-go,NGAL,41,P,elianto,0,0,,1,0.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,2,3a,122,1,1,no-go,NGW,42,Q,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,128,2,1,no-go,NGW,42,Q,elianto,0,1,0.772,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,131,3,1,no-go,NGW,42,Q,elianto,0,1,0.659,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,134,4,1,no-go,NGW,42,Q,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,140,5,1,no-go,NGW,42,Q,elianto,0,1,0.633,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,142,6,1,no-go,NGW,42,Q,elianto,0,1,0.628,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,146,7,1,no-go,NGW,42,Q,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,150,8,1,no-go,NGW,42,Q,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,211,1,0,go,GAL,43,R,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,216,2,0,go,GAL,43,R,elianto,1,1,0.902,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,217,3,0,go,GAL,43,R,elianto,1,1,0.5710000000000001,1,1.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,224,4,0,go,GAL,43,R,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,225,5,0,go,GAL,43,R,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,230,6,0,go,GAL,43,R,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,233,7,0,go,GAL,43,R,elianto,1,1,0.812,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,239,8,0,go,GAL,43,R,elianto,1,1,1.214,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,33,1,0,go,GAL,44,S,elianto,1,1,0.975,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,40,2,0,go,GAL,44,S,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,44,3,0,go,GAL,44,S,elianto,1,1,0.943,1,1.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,46,4,0,go,GAL,44,S,elianto,1,1,0.8079999999999999,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,49,5,0,go,GAL,44,S,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,54,6,0,go,GAL,44,S,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,58,7,0,go,GAL,44,S,elianto,1,1,0.941,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,64,8,0,go,GAL,44,S,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,66,9,0,go,GAL,44,S,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,72,10,0,go,GAL,44,S,elianto,1,1,1.255,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,75,11,0,go,GAL,44,S,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,77,12,0,go,GAL,44,S,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,155,1,0,go,GAL,45,T,elianto,1,1,0.797,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,159,2,0,go,GAL,45,T,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,164,3,0,go,GAL,45,T,elianto,1,0,,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,168,4,0,go,GAL,45,T,elianto,1,1,0.762,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,171,5,0,go,GAL,45,T,elianto,1,0,,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,176,6,0,go,GAL,45,T,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,178,7,0,go,GAL,45,T,elianto,1,1,0.652,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,183,8,0,go,GAL,45,T,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,185,9,0,go,GAL,45,T,elianto,1,1,1.177,1,1.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,192,10,0,go,GAL,45,T,elianto,1,0,,0,0.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,2,3a,195,11,0,go,GAL,45,T,elianto,1,1,0.308,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,2,3a,197,12,0,go,GAL,45,T,elianto,1,1,0.8490000000000001,1,0.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,4,1,1,no-go,NGW,46,U,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,5,2,1,no-go,NGW,46,U,elianto,0,1,0.763,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,11,3,1,no-go,NGW,46,U,elianto,0,0,,1,1.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,16,4,1,no-go,NGW,46,U,elianto,0,1,0.852,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,20,5,1,no-go,NGW,46,U,elianto,0,1,0.77,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,22,6,1,no-go,NGW,46,U,elianto,0,1,0.772,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,28,7,1,no-go,NGW,46,U,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,32,8,1,no-go,NGW,46,U,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,36,9,1,no-go,NGW,46,U,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,39,10,1,no-go,NGW,46,U,elianto,0,0,,1,1.0,0,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,89,1,1,go,GW,47,V,elianto,1,0,,0,1.0,1,0,1
09byk3dg92is9b06rwaybmoh,3,1,3b,96,2,1,go,GW,47,V,elianto,1,1,0.542,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,97,3,1,go,GW,47,V,elianto,1,1,0.9,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,104,4,1,go,GW,47,V,elianto,1,1,0.993,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,107,5,1,go,GW,47,V,elianto,1,1,1.251,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,111,6,1,go,GW,47,V,elianto,1,1,0.7040000000000001,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,114,7,1,go,GW,47,V,elianto,1,1,0.679,1,0.0,1,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,120,8,1,go,GW,47,V,elianto,1,1,0.613,1,1.0,0,1,1
09byk3dg92is9b06rwaybmoh,3,1,3b,41,1,1,no-go,NGW,48,W,elianto,0,1,1.0070000000000001,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,47,2,1,no-go,NGW,48,W,elianto,0,1,0.925,0,1.0,1,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,50,3,1,no-go,NGW,48,W,elianto,0,1,0.687,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,53,4,1,no-go,NGW,48,W,elianto,0,1,0.76,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,59,5,1,no-go,NGW,48,W,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,62,6,1,no-go,NGW,48,W,elianto,0,1,0.895,0,0.0,0,1,0
09byk3dg92is9b06rwaybmoh,3,1,3b,65,7,1,no-go,NGW,48,W,elianto,0,1,0.44299999999999995,0,0.0,0,2,0
09byk3dg92is9b06rwaybmoh,3,1,3b,70,8,1,no-go,NGW,48,W,elianto,0,0,,1,0.0,1,0,0
09byk3dg92is9b06rwaybmoh,3,1,3b,73,9,1,no-go,NGW,48,W,elianto,0,0,,1,0.0,1,0,0
