subject,session,block,runsheet,trial,exposure,stimulus,valence,action,robot,rune,rune_set,correct,choice,rt,accuracy,sham,outcome,total_keys
02lqpjp4pevk73p8f7ipewf9,1,1,1b,24,6,14,win,go,gw,Z,bacs2,1,1,0.575,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,25,7,13,win,go,gw,W,bacs2,1,1,0.712,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,26,7,23,lose,no-go,ngal,X,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,27,7,18,win,no-go,ngw,J,bacs2,0,1,0.392,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,28,7,14,win,go,gw,Z,bacs2,1,1,0.576,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,29,8,14,win,go,gw,Z,bacs2,1,1,0.455,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,30,8,18,win,no-go,ngw,J,bacs2,0,1,0.731,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,31,8,13,win,go,gw,W,bacs2,1,1,0.46,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,32,8,23,lose,no-go,ngal,X,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,33,9,18,win,no-go,ngw,J,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,34,9,23,lose,no-go,ngal,X,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,35,1,15,win,go,gw,G,bacs2,1,1,0.46,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,36,9,14,win,go,gw,Z,bacs2,1,1,0.535,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,37,10,14,win,go,gw,Z,bacs2,1,1,0.536,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,38,2,15,win,go,gw,G,bacs2,1,1,0.576,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,39,10,23,lose,no-go,ngal,X,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,40,10,18,win,no-go,ngw,J,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,41,11,18,win,no-go,ngw,J,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,42,1,24,lose,no-go,ngal,C,bacs2,0,1,1.033,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,43,1,19,lose,go,gal,O,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,44,3,15,win,go,gw,G,bacs2,1,1,0.837,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,45,4,15,win,go,gw,G,bacs2,1,1,0.807,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,46,2,19,lose,go,gal,O,bacs2,1,1,0.914,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,47,12,18,win,no-go,ngw,J,bacs2,0,0,,1,1.0,+1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,48,2,24,lose,no-go,ngal,C,bacs2,0,1,1.142,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,49,1,17,win,no-go,ngw,E,bacs2,0,1,0.653,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,50,3,19,lose,go,gal,O,bacs2,1,0,,0,1.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,51,3,24,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,52,5,15,win,go,gw,G,bacs2,1,0,,0,1.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,53,4,19,lose,go,gal,O,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,54,6,15,win,go,gw,G,bacs2,1,1,0.763,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,55,4,24,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,56,2,17,win,no-go,ngw,E,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,57,3,17,win,no-go,ngw,E,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,58,7,15,win,go,gw,G,bacs2,1,0,,0,0.0,+1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,59,5,19,lose,go,gal,O,bacs2,1,1,0.536,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,60,5,24,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,61,6,19,lose,go,gal,O,bacs2,1,0,,0,1.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,62,4,17,win,no-go,ngw,E,bacs2,0,1,0.588,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,63,8,15,win,go,gw,G,bacs2,1,0,,0,0.0,+1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,64,6,24,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,65,9,15,win,go,gw,G,bacs2,1,1,0.612,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,66,5,17,win,no-go,ngw,E,bacs2,0,1,0.438,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,67,7,19,lose,go,gal,O,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,68,7,24,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,69,8,24,lose,no-go,ngal,C,bacs2,0,0,,1,1.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,70,10,15,win,go,gw,G,bacs2,1,1,0.369,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,71,6,17,win,no-go,ngw,E,bacs2,0,1,0.472,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,72,8,19,lose,go,gal,O,bacs2,1,1,0.868,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,73,7,17,win,no-go,ngw,E,bacs2,0,1,0.703,0,1.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,74,1,21,lose,go,gal,H,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,75,9,24,lose,no-go,ngal,C,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,76,11,15,win,go,gw,G,bacs2,1,1,0.76,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,77,10,24,lose,no-go,ngal,C,bacs2,0,0,,1,1.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,78,12,15,win,go,gw,G,bacs2,1,1,0.575,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,79,8,17,win,no-go,ngw,E,bacs2,0,1,1.09,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,80,2,21,lose,go,gal,H,bacs2,1,1,0.727,1,1.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,81,1,20,lose,go,gal,Q,bacs2,1,0,,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,82,9,17,win,no-go,ngw,E,bacs2,0,1,0.809,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,83,3,21,lose,go,gal,H,bacs2,1,0,,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,84,11,24,lose,no-go,ngal,C,bacs2,0,0,,1,1.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,85,4,21,lose,go,gal,H,bacs2,1,1,0.704,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,86,12,24,lose,no-go,ngal,C,bacs2,0,1,0.575,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,87,2,20,lose,go,gal,Q,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,88,10,17,win,no-go,ngw,E,bacs2,0,1,0.492,0,1.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,89,5,21,lose,go,gal,H,bacs2,1,1,0.976,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,90,1,16,win,no-go,ngw,Y,bacs2,0,1,0.857,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,91,1,22,lose,no-go,ngal,T,bacs2,0,1,1.029,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,92,3,20,lose,go,gal,Q,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,93,2,16,win,no-go,ngw,Y,bacs2,0,1,0.582,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,94,6,21,lose,go,gal,H,bacs2,1,1,0.978,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,95,2,22,lose,no-go,ngal,T,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,96,4,20,lose,go,gal,Q,bacs2,1,1,0.773,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,97,3,16,win,no-go,ngw,Y,bacs2,0,1,0.434,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,98,3,22,lose,no-go,ngal,T,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,99,5,20,lose,go,gal,Q,bacs2,1,1,1.263,1,1.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,100,7,21,lose,go,gal,H,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,101,4,22,lose,no-go,ngal,T,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,102,4,16,win,no-go,ngw,Y,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,103,6,20,lose,go,gal,Q,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,104,8,21,lose,go,gal,H,bacs2,1,1,0.777,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,105,7,20,lose,go,gal,Q,bacs2,1,1,0.793,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,106,9,21,lose,go,gal,H,bacs2,1,1,0.773,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,107,5,16,win,no-go,ngw,Y,bacs2,0,0,,1,1.0,+1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,108,5,22,lose,no-go,ngal,T,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,109,6,22,lose,no-go,ngal,T,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,110,6,16,win,no-go,ngw,Y,bacs2,0,1,0.535,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,111,8,20,lose,go,gal,Q,bacs2,1,1,1.062,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,112,10,21,lose,go,gal,H,bacs2,1,1,0.685,1,1.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,113,11,21,lose,go,gal,H,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,114,7,16,win,no-go,ngw,Y,bacs2,0,1,0.812,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,115,9,20,lose,go,gal,Q,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,116,7,22,lose,no-go,ngal,T,bacs2,0,1,0.633,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,117,8,16,win,no-go,ngw,Y,bacs2,0,1,0.82,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,1,1b,118,8,22,lose,no-go,ngal,T,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,119,12,21,lose,go,gal,H,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,1,1b,120,10,20,lose,go,gal,Q,bacs2,1,1,0.43,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,121,1,5,win,no-go,ngw,V,bacs2,0,1,0.64,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,122,1,12,lose,no-go,ngal,M,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,123,1,2,win,go,gw,K,bacs2,1,0,,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,124,1,10,lose,no-go,ngal,B,bacs2,0,1,1.083,0,1.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,125,2,10,lose,no-go,ngal,B,bacs2,0,1,0.391,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,126,2,5,win,no-go,ngw,V,bacs2,0,1,0.98,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,127,2,2,win,go,gw,K,bacs2,1,0,,0,0.0,+1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,128,2,12,lose,no-go,ngal,M,bacs2,0,1,0.945,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,129,3,2,win,go,gw,K,bacs2,1,1,0.732,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,130,3,10,lose,no-go,ngal,B,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,131,3,12,lose,no-go,ngal,M,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,132,3,5,win,no-go,ngw,V,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,133,4,2,win,go,gw,K,bacs2,1,1,1.072,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,134,4,10,lose,no-go,ngal,B,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,135,4,12,lose,no-go,ngal,M,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,136,4,5,win,no-go,ngw,V,bacs2,0,0,,1,1.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,137,5,10,lose,no-go,ngal,B,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,138,5,12,lose,no-go,ngal,M,bacs2,0,0,,1,1.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,139,5,5,win,no-go,ngw,V,bacs2,0,1,0.679,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,140,5,2,win,go,gw,K,bacs2,1,1,0.796,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,141,6,12,lose,no-go,ngal,M,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,142,6,2,win,go,gw,K,bacs2,1,1,0.936,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,143,6,5,win,no-go,ngw,V,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,144,6,10,lose,no-go,ngal,B,bacs2,0,0,,1,1.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,145,7,10,lose,no-go,ngal,B,bacs2,0,1,0.966,0,1.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,146,7,12,lose,no-go,ngal,M,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,147,7,2,win,go,gw,K,bacs2,1,1,0.956,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,148,7,5,win,no-go,ngw,V,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,149,8,5,win,no-go,ngw,V,bacs2,0,1,1.02,0,1.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,150,8,10,lose,no-go,ngal,B,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,151,8,12,lose,no-go,ngal,M,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,152,8,2,win,go,gw,K,bacs2,1,1,0.295,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,153,1,8,lose,go,gal,R,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,154,9,12,lose,no-go,ngal,M,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,155,9,2,win,go,gw,K,bacs2,1,1,0.513,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,156,9,5,win,no-go,ngw,V,bacs2,0,1,1.029,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,157,10,12,lose,no-go,ngal,M,bacs2,0,0,,1,1.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,158,2,8,lose,go,gal,R,bacs2,1,1,1.202,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,159,10,5,win,no-go,ngw,V,bacs2,0,1,0.619,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,160,10,2,win,go,gw,K,bacs2,1,1,0.653,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,161,1,1,win,go,gw,L,bacs2,1,0,,0,0.0,+1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,162,3,8,lose,go,gal,R,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,163,11,12,lose,no-go,ngal,M,bacs2,0,1,0.805,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,164,1,6,win,no-go,ngw,P,bacs2,0,1,0.835,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,165,12,12,lose,no-go,ngal,M,bacs2,0,0,,1,1.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,166,4,8,lose,go,gal,R,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,167,2,1,win,go,gw,L,bacs2,1,0,,0,0.0,+1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,168,2,6,win,no-go,ngw,P,bacs2,0,1,0.479,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,169,5,8,lose,go,gal,R,bacs2,1,1,1.028,1,1.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,170,3,1,win,go,gw,L,bacs2,1,0,,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,171,3,6,win,no-go,ngw,P,bacs2,0,1,0.732,0,1.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,172,1,11,lose,no-go,ngal,S,bacs2,0,1,0.909,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,173,4,6,win,no-go,ngw,P,bacs2,0,1,1.001,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,174,4,1,win,go,gw,L,bacs2,1,0,,0,1.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,175,2,11,lose,no-go,ngal,S,bacs2,0,1,0.993,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,176,6,8,lose,go,gal,R,bacs2,1,0,,0,1.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,177,5,1,win,go,gw,L,bacs2,1,1,0.918,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,178,7,8,lose,go,gal,R,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,179,5,6,win,no-go,ngw,P,bacs2,0,1,0.402,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,180,3,11,lose,no-go,ngal,S,bacs2,0,1,0.701,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,181,8,8,lose,go,gal,R,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,182,4,11,lose,no-go,ngal,S,bacs2,0,1,0.932,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,183,6,6,win,no-go,ngw,P,bacs2,0,1,0.803,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,184,6,1,win,go,gw,L,bacs2,1,1,0.82,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,185,5,11,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,186,7,6,win,no-go,ngw,P,bacs2,0,1,1.026,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,187,7,1,win,go,gw,L,bacs2,1,1,0.901,1,1.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,188,9,8,lose,go,gal,R,bacs2,1,1,0.903,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,189,8,6,win,no-go,ngw,P,bacs2,0,0,,1,0.0,+10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,190,6,11,lose,no-go,ngal,S,bacs2,0,0,,1,1.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,191,10,8,lose,go,gal,R,bacs2,1,1,0.861,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,192,8,1,win,go,gw,L,bacs2,1,1,1.058,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,193,7,11,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,194,1,3,win,go,gw,U,bacs2,1,1,1.055,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,195,9,6,win,no-go,ngw,P,bacs2,0,1,1.01,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,196,1,9,lose,go,gal,A,bacs2,1,0,,0,0.0,-10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,197,2,3,win,go,gw,U,bacs2,1,1,1.105,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,198,2,9,lose,go,gal,A,bacs2,1,0,,0,0.0,-10,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,199,8,11,lose,no-go,ngal,S,bacs2,0,1,0.551,0,1.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,200,10,6,win,no-go,ngw,P,bacs2,0,1,0.936,0,0.0,+1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,201,3,3,win,go,gw,U,bacs2,1,1,1.018,1,0.0,+10,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,202,3,9,lose,go,gal,A,bacs2,1,1,1.04,1,0.0,-1,1
02lqpjp4pevk73p8f7ipewf9,1,2,1a,203,9,11,lose,no-go,ngal,S,bacs2,0,0,,1,0.0,-1,0
02lqpjp4pevk73p8f7ipewf9,1,2,1a,204,11,6,win,no-go,ngw,P,bacs2,0,1,0.77,0,0.0,+1,1
