name	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[1,11]	-1.01	0.0173	0.298	-1.61	-1.01	-0.428	299.0	0.0588	1.02
theta_c_pr[1,12]	0.897	0.0318	0.516	-0.0371	0.86	1.96	262.0	0.0515	1.02
theta_c_pr[1,13]	-1.3	0.0224	0.285	-1.84	-1.32	-0.629	162.0	0.0319	1.01
theta_c_pr[1,14]	1.16	0.0421	0.564	0.089	1.13	2.25	179.0	0.0352	1.02
theta_c_pr[1,15]	1.12	0.0176	0.596	-0.00539	1.11	2.28	1143.0	0.225	1.0
theta_c_pr[1,16]	1.02	0.0157	0.547	0.0403	0.977	2.18	1215.0	0.239	1.0
theta_c_pr[1,17]	0.399	0.0108	0.468	-0.485	0.363	1.4	1879.0	0.369	1.0
theta_c_pr[1,18]	-0.122	0.0106	0.395	-0.84	-0.156	0.7	1390.0	0.273	1.0
theta_c_pr[1,19]	0.898	0.0101	0.5	-0.0699	0.884	1.88	2452.0	0.482	1.0
theta_c_pr[1,20]	1.18	0.0186	0.552	0.139	1.16	2.27	885.0	0.174	1.0
theta_c_pr[1,21]	-0.489	0.0109	0.355	-1.17	-0.508	0.224	1051.0	0.206	1.01
theta_c_pr[1,22]	1.44	0.0252	0.592	0.349	1.4	2.65	552.0	0.108	1.02
theta_c_pr[1,23]	-0.763	0.0182	0.294	-1.34	-0.774	-0.139	260.0	0.051	1.01
theta_c_pr[1,24]	0.126	0.0213	0.434	-0.671	0.0932	1.01	415.0	0.0815	1.0
theta_c_pr[1,25]	1.59	0.0116	0.587	0.477	1.58	2.73	2559.0	0.503	1.0
theta_c_pr[1,26]	0.635	0.0181	0.508	-0.263	0.592	1.7	787.0	0.155	1.0
theta_c_pr[1,27]	1.07	0.0149	0.545	0.104	1.02	2.25	1343.0	0.264	1.01
theta_c_pr[1,28]	-1.35	0.0132	0.27	-1.9	-1.36	-0.82	416.0	0.0818	1.01
theta_c_pr[1,29]	-0.331	0.0212	0.392	-1.08	-0.358	0.523	340.0	0.0668	1.01
theta_c_pr[1,30]	-0.668	0.0186	0.311	-1.29	-0.681	-0.0829	281.0	0.0552	1.02
theta_c_pr[1,31]	-0.629	0.0156	0.321	-1.22	-0.655	0.0418	422.0	0.083	1.01
theta_c_pr[1,32]	-0.106	0.0164	0.362	-0.81	-0.115	0.595	488.0	0.0958	1.01
theta_c_pr[1,33]	0.564	0.0338	0.585	-0.643	0.511	1.75	300.0	0.0589	1.01
theta_c_pr[1,34]	-1.31	0.0116	0.258	-1.84	-1.32	-0.799	494.0	0.0971	1.01
theta_c_pr[1,35]	0.692	0.0111	0.43	-0.105	0.658	1.56	1490.0	0.293	1.0
theta_c_pr[1,36]	-1.21	0.0183	0.291	-1.8	-1.22	-0.621	253.0	0.0497	1.02
theta_c_pr[1,37]	0.505	0.0179	0.476	-0.341	0.466	1.48	707.0	0.139	1.01
theta_c_pr[1,38]	0.987	0.0106	0.504	0.00565	0.964	2.01	2269.0	0.446	1.0
theta_c_pr[1,39]	-0.506	0.0187	0.306	-1.29	-0.499	0.0615	268.0	0.0526	1.01
theta_c_pr[1,40]	-0.00599	0.0118	0.337	-0.657	-0.0158	0.641	816.0	0.16	1.0
theta_c_pr[1,41]	-0.151	0.0197	0.398	-0.91	-0.18	0.631	409.0	0.0803	1.02
theta_c_pr[1,42]	-1.47	0.0112	0.275	-2.01	-1.48	-0.902	601.0	0.118	1.01
theta_c_pr[1,43]	-1.11	0.0333	0.288	-1.66	-1.13	-0.432	74.9	0.0147	1.05
theta_c_pr[1,44]	-1.55	0.00947	0.257	-2.11	-1.55	-1.08	738.0	0.145	1.0
theta_c_pr[1,45]	0.918	0.0264	0.533	-0.0249	0.859	2.01	408.0	0.0801	1.01
theta_c_pr[1,46]	0.589	0.0159	0.478	-0.237	0.541	1.59	905.0	0.178	1.01
theta_c_pr[1,47]	-0.257	0.0127	0.322	-0.882	-0.264	0.367	649.0	0.128	1.01
theta_c_pr[1,48]	-1.79	0.0191	0.296	-2.37	-1.81	-1.14	241.0	0.0473	1.02
theta_c_pr[1,49]	-1.15	0.0179	0.305	-1.71	-1.17	-0.553	291.0	0.0572	1.0
theta_c_pr[1,50]	0.665	0.03	0.461	-0.203	0.63	1.7	236.0	0.0463	1.03
theta_c_pr[1,51]	0.396	0.0199	0.481	-0.524	0.351	1.4	587.0	0.115	1.01
theta_c_pr[1,52]	0.781	0.0147	0.484	-0.103	0.746	1.79	1083.0	0.213	1.0
theta_c_pr[1,53]	1.03	0.0128	0.519	0.0243	1.02	2.07	1637.0	0.322	1.0
theta_c_pr[1,54]	-0.716	0.0235	0.312	-1.37	-0.71	-0.134	177.0	0.0347	1.01
theta_c_pr[1,55]	0.525	0.0116	0.46	-0.346	0.501	1.47	1568.0	0.308	1.0
theta_c_pr[1,56]	-0.0806	0.0193	0.403	-0.843	-0.103	0.691	436.0	0.0856	1.01
theta_c_pr[1,57]	0.353	0.0522	0.494	-1.36	0.363	1.25	89.3	0.0176	1.04
theta_c_pr[1,58]	0.686	0.0198	0.554	-0.33	0.654	1.82	781.0	0.153	1.0
theta_c_pr[1,59]	-1.34	0.0144	0.264	-1.91	-1.34	-0.806	337.0	0.0662	1.01
theta_c_pr[1,60]	0.259	0.0141	0.432	-0.561	0.235	1.11	937.0	0.184	1.0
theta_c_pr[1,61]	-0.77	0.0109	0.287	-1.32	-0.779	-0.193	699.0	0.137	1.01
theta_c_pr[1,62]	0.197	0.0123	0.436	-0.598	0.166	1.12	1259.0	0.247	1.0
theta_c_pr[1,63]	-0.572	0.023	0.359	-1.25	-0.596	0.158	243.0	0.0478	1.01
theta_c_pr[1,64]	1.6	0.0236	0.637	0.383	1.55	2.86	731.0	0.144	1.0
theta_c_pr[1,65]	1.65	0.0183	0.596	0.515	1.63	2.83	1065.0	0.209	1.0
theta_c_pr[1,66]	1.43	0.0376	0.608	0.32	1.37	2.66	262.0	0.0514	1.03
theta_c_pr[1,67]	1.43	0.0488	0.604	0.34	1.39	2.71	153.0	0.0301	1.03
theta_c_pr[1,68]	-0.198	0.0127	0.303	-0.824	-0.203	0.414	569.0	0.112	1.01
theta_c_pr[1,69]	0.684	0.0147	0.553	-0.29	0.644	1.87	1416.0	0.278	1.0
theta_c_pr[1,70]	-0.0766	0.0151	0.321	-0.702	-0.0921	0.563	449.0	0.0882	1.01
theta_c_pr[1,71]	0.0895	0.0143	0.371	-0.584	0.0759	0.862	672.0	0.132	1.01
theta_c_pr[1,72]	1.29	0.0304	0.579	0.243	1.25	2.51	362.0	0.0711	1.02
theta_c_pr[1,73]	-1.61	0.00821	0.241	-2.12	-1.61	-1.16	861.0	0.169	1.0
theta_c_pr[1,74]	0.861	0.0368	0.571	-0.236	0.833	2.02	240.0	0.0472	1.02
theta_c_pr[1,75]	1.15	0.0204	0.584	0.0832	1.12	2.32	824.0	0.162	1.0
theta_c_pr[1,76]	-1.11	0.0112	0.251	-1.61	-1.12	-0.619	500.0	0.0983	1.01
theta_c_pr[1,77]	-0.0328	0.0357	0.417	-0.857	-0.0407	0.786	137.0	0.0268	1.04
theta_c_pr[1,78]	0.957	0.0289	0.575	-0.0917	0.909	2.1	395.0	0.0777	1.01
theta_c_pr[1,79]	0.647	0.0148	0.466	-0.217	0.612	1.59	993.0	0.195	1.0
theta_c_pr[1,80]	0.663	0.0142	0.52	-0.284	0.618	1.76	1339.0	0.263	1.0
theta_c_pr[1,81]	-0.132	0.0379	0.418	-0.947	-0.16	0.686	121.0	0.0239	1.04
theta_c_pr[1,82]	-1.17	0.0118	0.253	-1.69	-1.18	-0.693	458.0	0.09	1.01
theta_c_pr[1,83]	-0.676	0.0185	0.337	-1.38	-0.69	-0.011	334.0	0.0656	1.01
theta_c_pr[1,84]	-0.0367	0.023	0.389	-0.73	-0.0677	0.732	286.0	0.0561	1.0
theta_c_pr[1,85]	-1.54	0.0273	0.284	-2.1	-1.55	-0.837	109.0	0.0214	1.03
theta_c_pr[1,86]	0.412	0.0141	0.436	-0.384	0.378	1.34	965.0	0.19	1.0
theta_c_pr[1,87]	-0.912	0.0173	0.275	-1.46	-0.926	-0.356	254.0	0.0498	1.02
theta_c_pr[1,88]	0.462	0.0176	0.494	-0.431	0.429	1.46	789.0	0.155	1.01
theta_c_pr[1,89]	0.167	0.0166	0.369	-0.484	0.147	0.929	496.0	0.0975	1.01
theta_c_pr[2,1]	1.04	0.0162	0.651	-0.334	1.05	2.26	1617.0	0.318	1.0
theta_c_pr[2,2]	-0.397	0.0181	0.588	-1.68	-0.39	0.682	1055.0	0.207	1.0
theta_c_pr[2,3]	1.13	0.045	0.674	-0.14	1.14	2.38	224.0	0.044	1.02
theta_c_pr[2,4]	1.49	0.0186	0.706	0.0563	1.46	2.84	1438.0	0.282	1.0
theta_c_pr[2,5]	-0.621	0.0341	0.651	-2.05	-0.598	0.544	365.0	0.0717	1.01
theta_c_pr[2,6]	1.44	0.0363	0.52	0.321	1.44	2.42	205.0	0.0402	1.02
theta_c_pr[2,7]	-0.122	0.0231	0.61	-1.32	-0.138	1.02	697.0	0.137	1.01
theta_c_pr[2,8]	-0.961	0.00773	0.408	-1.83	-0.961	-0.183	2783.0	0.547	1.0
theta_c_pr[2,9]	-0.445	0.0223	0.426	-1.34	-0.439	0.339	364.0	0.0716	1.02
theta_c_pr[2,10]	-0.0771	0.0336	0.662	-1.42	-0.0622	1.18	388.0	0.0761	1.01
theta_c_pr[2,11]	-0.147	0.00866	0.442	-1.07	-0.159	0.706	2607.0	0.512	1.0
theta_c_pr[2,12]	-0.0657	0.0176	0.649	-1.39	-0.0753	1.15	1366.0	0.268	1.0
theta_c_pr[2,13]	-0.0797	0.00787	0.432	-0.983	-0.0792	0.736	3003.0	0.59	1.0
theta_c_pr[2,14]	1.38	0.0185	0.714	-0.0965	1.4	2.7	1498.0	0.294	1.01
theta_c_pr[2,15]	-0.772	0.025	0.713	-2.28	-0.765	0.562	814.0	0.16	1.0
theta_c_pr[2,16]	1.34	0.0133	0.719	-0.157	1.32	2.73	2921.0	0.574	1.0
theta_c_pr[2,17]	0.239	0.0214	0.6	-0.946	0.232	1.37	786.0	0.154	1.01
theta_c_pr[2,18]	-0.211	0.0305	0.595	-1.36	-0.217	0.903	381.0	0.0748	1.02
theta_c_pr[2,19]	0.464	0.0269	0.701	-0.934	0.458	1.81	678.0	0.133	1.01
theta_c_pr[2,20]	-0.48	0.0167	0.679	-1.81	-0.497	0.794	1662.0	0.327	1.01
theta_c_pr[2,21]	0.365	0.0202	0.593	-0.843	0.355	1.5	859.0	0.169	1.0
theta_c_pr[2,22]	-0.68	0.0209	0.683	-2.1	-0.697	0.609	1067.0	0.21	1.0
theta_c_pr[2,23]	-0.708	0.0205	0.502	-1.77	-0.698	0.171	598.0	0.117	1.01
theta_c_pr[2,24]	-0.318	0.0118	0.647	-1.64	-0.307	0.936	3007.0	0.591	1.0
theta_c_pr[2,25]	0.513	0.0767	0.79	-1.0	0.48	2.19	106.0	0.0208	1.05
theta_c_pr[2,26]	-0.652	0.02	0.677	-2.02	-0.656	0.621	1147.0	0.225	1.0
theta_c_pr[2,27]	0.895	0.0308	0.788	-0.653	0.899	2.38	654.0	0.129	1.0
theta_c_pr[2,28]	-1.39	0.00838	0.396	-2.24	-1.37	-0.669	2236.0	0.439	1.0
theta_c_pr[2,29]	-0.174	0.0128	0.624	-1.45	-0.177	0.987	2380.0	0.468	1.0
theta_c_pr[2,30]	0.581	0.0189	0.604	-0.655	0.543	1.71	1019.0	0.2	1.01
theta_c_pr[2,31]	-0.635	0.017	0.623	-1.87	-0.651	0.561	1346.0	0.264	1.01
theta_c_pr[2,32]	0.559	0.0147	0.595	-0.641	0.562	1.7	1634.0	0.321	1.0
theta_c_pr[2,33]	-0.322	0.0258	0.601	-1.55	-0.313	0.773	540.0	0.106	1.01
theta_c_pr[2,34]	-0.9	0.00757	0.389	-1.72	-0.897	-0.163	2646.0	0.52	1.0
theta_c_pr[2,35]	0.017	0.0135	0.635	-1.25	-0.00807	1.25	2220.0	0.436	1.0
theta_c_pr[2,36]	-1.48	0.00771	0.411	-2.36	-1.47	-0.7	2845.0	0.559	1.0
theta_c_pr[2,37]	0.376	0.0177	0.708	-1.06	0.368	1.73	1597.0	0.314	1.0
theta_c_pr[2,38]	0.321	0.0284	0.598	-0.91	0.339	1.44	444.0	0.0873	1.01
theta_c_pr[2,39]	-0.191	0.0102	0.557	-1.34	-0.212	0.909	2970.0	0.584	1.0
theta_c_pr[2,40]	-1.62	0.0157	0.688	-3.05	-1.62	-0.328	1911.0	0.375	1.0
theta_c_pr[2,41]	-1.18	0.0193	0.644	-2.52	-1.15	0.0149	1117.0	0.219	1.0
theta_c_pr[2,42]	1.34	0.0122	0.438	0.476	1.31	2.22	1287.0	0.253	1.0
theta_c_pr[2,43]	-1.31	0.0107	0.523	-2.46	-1.29	-0.369	2382.0	0.468	1.0
theta_c_pr[2,44]	-0.803	0.00907	0.418	-1.65	-0.804	-0.0156	2126.0	0.418	1.0
theta_c_pr[2,45]	-0.0149	0.0233	0.653	-1.41	-0.0216	1.19	787.0	0.155	1.01
theta_c_pr[2,46]	0.34	0.0196	0.714	-1.14	0.353	1.69	1330.0	0.261	1.01
theta_c_pr[2,47]	0.0303	0.015	0.57	-1.13	-0.000907	1.16	1444.0	0.284	1.0
theta_c_pr[2,48]	1.27	0.00966	0.404	0.467	1.25	2.08	1754.0	0.345	1.0
theta_c_pr[2,49]	1.07	0.0137	0.456	0.178	1.04	1.98	1113.0	0.219	1.01
theta_c_pr[2,50]	-0.699	0.0184	0.642	-1.98	-0.703	0.542	1215.0	0.239	1.0
theta_c_pr[2,51]	-0.0388	0.0165	0.574	-1.2	-0.0444	1.05	1207.0	0.237	1.01
theta_c_pr[2,52]	0.711	0.0449	0.733	-0.733	0.688	2.22	267.0	0.0524	1.01
theta_c_pr[2,53]	0.94	0.0185	0.722	-0.579	0.956	2.32	1525.0	0.3	1.0
theta_c_pr[2,54]	-0.427	0.0141	0.565	-1.56	-0.452	0.664	1608.0	0.316	1.0
theta_c_pr[2,55]	0.834	0.0294	0.735	-0.661	0.827	2.22	626.0	0.123	1.01
theta_c_pr[2,56]	-0.682	0.00931	0.543	-1.8	-0.682	0.381	3405.0	0.669	1.0
theta_c_pr[2,57]	0.86	0.0119	0.672	-0.565	0.854	2.16	3197.0	0.628	1.0
theta_c_pr[2,58]	-0.666	0.0165	0.56	-1.8	-0.667	0.411	1159.0	0.228	1.01
theta_c_pr[2,59]	-1.04	0.00761	0.453	-1.98	-1.05	-0.202	3546.0	0.697	1.0
theta_c_pr[2,60]	0.72	0.0166	0.68	-0.684	0.719	2.0	1689.0	0.332	1.0
theta_c_pr[2,61]	0.0414	0.0108	0.478	-0.925	0.0245	0.989	1965.0	0.386	1.0
theta_c_pr[2,62]	0.343	0.0217	0.596	-0.916	0.345	1.42	756.0	0.148	1.01
theta_c_pr[2,63]	-1.15	0.0145	0.508	-2.19	-1.13	-0.221	1235.0	0.243	1.01
theta_c_pr[2,64]	-0.173	0.014	0.673	-1.53	-0.193	1.13	2307.0	0.453	1.0
theta_c_pr[2,65]	0.547	0.0143	0.713	-0.98	0.541	1.9	2500.0	0.491	1.0
theta_c_pr[2,66]	-1.97	0.0272	0.717	-3.4	-1.96	-0.615	695.0	0.137	1.0
theta_c_pr[2,67]	0.616	0.023	0.663	-0.667	0.623	1.86	833.0	0.164	1.0
theta_c_pr[2,68]	-0.445	0.0137	0.574	-1.64	-0.441	0.636	1754.0	0.345	1.0
theta_c_pr[2,69]	0.651	0.019	0.599	-0.523	0.637	1.79	993.0	0.195	1.01
theta_c_pr[2,70]	0.375	0.0124	0.641	-0.957	0.377	1.57	2657.0	0.522	1.0
theta_c_pr[2,71]	0.181	0.0189	0.616	-1.07	0.164	1.32	1058.0	0.208	1.0
theta_c_pr[2,72]	0.818	0.0299	0.682	-0.498	0.826	2.07	519.0	0.102	1.01
theta_c_pr[2,73]	-1.1	0.00819	0.381	-1.9	-1.08	-0.408	2165.0	0.425	1.0
theta_c_pr[2,74]	0.382	0.0145	0.603	-0.829	0.381	1.52	1726.0	0.339	1.0
theta_c_pr[2,75]	0.326	0.024	0.709	-1.11	0.309	1.65	874.0	0.172	1.01
theta_c_pr[2,76]	-0.495	0.0138	0.511	-1.54	-0.493	0.446	1365.0	0.268	1.0
theta_c_pr[2,77]	-0.304	0.0303	0.64	-1.69	-0.278	0.848	446.0	0.0876	1.0
theta_c_pr[2,78]	1.16	0.0243	0.638	-0.108	1.17	2.34	691.0	0.136	1.0
theta_c_pr[2,79]	0.687	0.0338	0.635	-0.584	0.672	1.88	354.0	0.0694	1.02
theta_c_pr[2,80]	-0.0587	0.0209	0.602	-1.3	-0.0409	1.07	828.0	0.163	1.0
theta_c_pr[2,81]	-0.655	0.012	0.585	-1.85	-0.653	0.448	2363.0	0.464	1.0
theta_c_pr[2,82]	0.0979	0.0084	0.446	-0.81	0.0915	0.976	2822.0	0.554	1.0
theta_c_pr[2,83]	-0.0466	0.0144	0.528	-1.14	-0.0386	0.955	1337.0	0.263	1.0
theta_c_pr[2,84]	0.243	0.0163	0.607	-1.03	0.24	1.35	1379.0	0.271	1.0
theta_c_pr[2,85]	-0.0362	0.0075	0.409	-0.884	-0.0282	0.748	2981.0	0.586	1.0
theta_c_pr[2,86]	0.612	0.028	0.654	-0.747	0.615	1.83	545.0	0.107	1.01
theta_c_pr[2,87]	0.0343	0.0132	0.52	-1.01	0.023	1.03	1549.0	0.304	1.0
theta_c_pr[2,88]	0.785	0.03	0.611	-0.484	0.803	1.88	415.0	0.0816	1.01
theta_c_pr[2,89]	-1.78	0.0149	0.639	-3.12	-1.78	-0.606	1851.0	0.364	1.0
theta_c_pr[3,1]	0.199	0.014	0.696	-1.23	0.177	1.52	2488.0	0.489	1.0
theta_c_pr[3,2]	-0.394	0.0475	0.666	-1.99	-0.382	0.814	197.0	0.0387	1.0
theta_c_pr[3,3]	-0.339	0.015	0.685	-1.81	-0.344	0.983	2080.0	0.409	1.0
theta_c_pr[3,4]	-0.744	0.0167	0.706	-2.13	-0.764	0.64	1796.0	0.353	1.0
theta_c_pr[3,5]	0.214	0.0281	0.666	-1.14	0.179	1.45	563.0	0.111	1.0
theta_c_pr[3,6]	-0.216	0.0351	0.572	-1.37	-0.223	0.951	266.0	0.0523	1.0
theta_c_pr[3,7]	0.511	0.0199	0.678	-0.859	0.523	1.81	1156.0	0.227	1.0
theta_c_pr[3,8]	0.604	0.0128	0.544	-0.52	0.588	1.67	1815.0	0.357	1.0
theta_c_pr[3,9]	0.734	0.0342	0.539	-0.34	0.727	1.74	248.0	0.0488	1.02
theta_c_pr[3,10]	0.00371	0.0218	0.686	-1.46	0.00942	1.23	986.0	0.194	1.01
theta_c_pr[3,11]	0.274	0.0166	0.506	-0.756	0.258	1.2	927.0	0.182	1.0
theta_c_pr[3,12]	-0.493	0.0135	0.679	-1.92	-0.504	0.806	2538.0	0.499	1.0
theta_c_pr[3,13]	1.24	0.0157	0.494	0.278	1.23	2.16	997.0	0.196	1.01
theta_c_pr[3,14]	0.26	0.014	0.727	-1.21	0.265	1.71	2688.0	0.528	1.0
theta_c_pr[3,15]	0.173	0.0208	0.657	-1.18	0.181	1.38	1002.0	0.197	1.01
theta_c_pr[3,16]	0.603	0.0238	0.766	-0.959	0.607	1.98	1040.0	0.204	1.01
theta_c_pr[3,17]	0.00464	0.0418	0.651	-1.28	-0.0191	1.29	243.0	0.0477	1.03
theta_c_pr[3,18]	-0.151	0.0481	0.612	-1.39	-0.176	1.08	162.0	0.0319	1.03
theta_c_pr[3,19]	0.137	0.0239	0.692	-1.29	0.14	1.42	838.0	0.165	1.0
theta_c_pr[3,20]	0.379	0.0148	0.702	-1.09	0.37	1.74	2236.0	0.439	1.0
theta_c_pr[3,21]	1.38	0.0346	0.63	0.164	1.37	2.54	332.0	0.0653	0.999
theta_c_pr[3,22]	-0.545	0.0444	0.777	-2.16	-0.529	0.885	306.0	0.0601	0.999
theta_c_pr[3,23]	0.996	0.0205	0.548	-0.0365	0.971	2.08	713.0	0.14	1.01
theta_c_pr[3,24]	-0.919	0.0284	0.662	-2.22	-0.936	0.335	543.0	0.107	1.01
theta_c_pr[3,25]	-0.0192	0.0309	0.705	-1.4	-0.0179	1.29	521.0	0.102	1.01
theta_c_pr[3,26]	-0.286	0.048	0.746	-1.81	-0.31	1.29	242.0	0.0474	1.02
theta_c_pr[3,27]	0.163	0.018	0.737	-1.39	0.186	1.52	1679.0	0.33	1.0
theta_c_pr[3,28]	0.544	0.0116	0.428	-0.327	0.545	1.38	1367.0	0.269	1.0
theta_c_pr[3,29]	0.0178	0.0167	0.588	-1.21	0.0287	1.1	1238.0	0.243	1.01
theta_c_pr[3,30]	2.43	0.0231	0.656	1.16	2.42	3.69	810.0	0.159	1.01
theta_c_pr[3,31]	-0.643	0.0138	0.6	-1.9	-0.634	0.471	1882.0	0.37	1.0
theta_c_pr[3,32]	0.246	0.0129	0.64	-1.07	0.264	1.52	2459.0	0.483	1.0
theta_c_pr[3,33]	-0.206	0.0141	0.633	-1.52	-0.208	1.0	2005.0	0.394	1.0
theta_c_pr[3,34]	1.33	0.0102	0.465	0.393	1.31	2.21	2069.0	0.406	1.0
theta_c_pr[3,35]	-1.2	0.0199	0.669	-2.56	-1.18	0.0234	1127.0	0.221	1.0
theta_c_pr[3,36]	1.07	0.0108	0.429	0.24	1.07	1.92	1566.0	0.308	1.0
theta_c_pr[3,37]	0.808	0.0186	0.712	-0.712	0.797	2.13	1467.0	0.288	1.0
theta_c_pr[3,38]	-0.625	0.012	0.639	-1.98	-0.635	0.611	2831.0	0.556	1.0
theta_c_pr[3,39]	-0.737	0.0102	0.595	-2.05	-0.713	0.346	3379.0	0.664	1.0
theta_c_pr[3,40]	-0.212	0.0133	0.678	-1.59	-0.222	1.06	2595.0	0.51	1.0
theta_c_pr[3,41]	-0.663	0.0115	0.651	-1.98	-0.68	0.621	3195.0	0.628	1.0
theta_c_pr[3,42]	-0.884	0.0171	0.529	-1.98	-0.871	0.0943	960.0	0.189	1.0
theta_c_pr[3,43]	0.84	0.0121	0.54	-0.253	0.852	1.86	1996.0	0.392	1.0
theta_c_pr[3,44]	0.851	0.0191	0.459	-0.0302	0.84	1.72	579.0	0.114	1.0
theta_c_pr[3,45]	1.17	0.0143	0.684	-0.229	1.17	2.47	2290.0	0.45	1.0
theta_c_pr[3,46]	1.06	0.0261	0.766	-0.493	1.07	2.5	861.0	0.169	1.0
theta_c_pr[3,47]	-0.508	0.0184	0.581	-1.73	-0.482	0.528	994.0	0.195	1.01
theta_c_pr[3,48]	0.75	0.00728	0.444	-0.143	0.758	1.6	3719.0	0.731	1.0
theta_c_pr[3,49]	0.772	0.0118	0.514	-0.253	0.776	1.78	1885.0	0.37	1.0
theta_c_pr[3,50]	-0.0784	0.0325	0.706	-1.51	-0.0977	1.25	471.0	0.0925	1.0
theta_c_pr[3,51]	0.635	0.0158	0.65	-0.664	0.633	1.86	1685.0	0.331	1.0
theta_c_pr[3,52]	-0.315	0.0185	0.69	-1.69	-0.329	1.01	1400.0	0.275	1.0
theta_c_pr[3,53]	0.24	0.0177	0.728	-1.24	0.219	1.65	1698.0	0.334	1.01
theta_c_pr[3,54]	0.505	0.0218	0.557	-0.645	0.519	1.5	654.0	0.128	1.01
theta_c_pr[3,55]	-0.213	0.0289	0.73	-1.67	-0.229	1.14	638.0	0.125	1.0
theta_c_pr[3,56]	-0.33	0.029	0.567	-1.46	-0.332	0.753	382.0	0.0751	1.01
theta_c_pr[3,57]	-0.0547	0.0165	0.724	-1.57	-0.0692	1.34	1918.0	0.377	1.0
theta_c_pr[3,58]	0.122	0.04	0.623	-1.07	0.0894	1.43	243.0	0.0477	1.01
theta_c_pr[3,59]	2.74	0.0299	0.548	1.68	2.71	3.84	335.0	0.0659	1.01
theta_c_pr[3,60]	-0.443	0.018	0.702	-1.86	-0.434	0.909	1520.0	0.299	1.0
theta_c_pr[3,61]	-0.157	0.0267	0.524	-1.24	-0.152	0.834	384.0	0.0755	1.01
theta_c_pr[3,62]	-1.49	0.0116	0.601	-2.76	-1.51	-0.371	2667.0	0.524	1.0
theta_c_pr[3,63]	0.375	0.00962	0.509	-0.66	0.361	1.36	2796.0	0.549	1.0
theta_c_pr[3,64]	-1.04	0.0185	0.697	-2.5	-1.01	0.234	1424.0	0.28	1.01
theta_c_pr[3,65]	-0.644	0.0348	0.728	-2.19	-0.633	0.66	438.0	0.0861	1.01
theta_c_pr[3,66]	-1.11	0.0348	0.695	-2.51	-1.1	0.149	397.0	0.0781	1.0
theta_c_pr[3,67]	-1.07	0.0123	0.657	-2.43	-1.08	0.196	2866.0	0.563	1.0
theta_c_pr[3,68]	0.223	0.0179	0.607	-1.05	0.234	1.34	1154.0	0.227	1.01
theta_c_pr[3,69]	0.00466	0.0228	0.653	-1.37	0.0163	1.22	819.0	0.161	1.01
theta_c_pr[3,70]	-0.269	0.0385	0.769	-1.77	-0.272	1.15	399.0	0.0784	1.0
theta_c_pr[3,71]	-0.667	0.0135	0.641	-2.0	-0.656	0.542	2254.0	0.443	1.0
theta_c_pr[3,72]	0.13	0.0148	0.767	-1.44	0.127	1.6	2684.0	0.527	1.0
theta_c_pr[3,73]	-0.0313	0.00823	0.419	-0.885	-0.0279	0.776	2598.0	0.51	1.0
