Subject,Block,Trial,Valence,Exposure,Action,Robot,Rune,Color,Correct,Choice,RT,Accuracy,Sham,Outcome,TotalKeys
mueq3f1w9571be42t6l3oibo,1,3,Lose,1,Go,GAL,rune_02_os,blue,1,1,1.055,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,4,Win,1,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.614,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,5,Win,2,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.567,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,6,Lose,2,Go,GAL,rune_02_os,blue,1,1,0.677,1,1.0,-10,1
mueq3f1w9571be42t6l3oibo,1,7,Win,2,Go,GW,rune_02_cen,yellow,1,1,0.73,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,1,8,Lose,2,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,9,Win,3,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.897,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,1,10,Win,3,Go,GW,rune_02_cen,yellow,1,1,0.905,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,11,Lose,3,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,12,Lose,3,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,13,Lose,4,Go,GAL,rune_02_os,blue,1,1,0.97,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,14,Win,4,Go,GW,rune_02_cen,yellow,1,1,0.866,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,15,Lose,4,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,16,Win,4,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.606,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,17,Win,5,Go,GW,rune_02_cen,yellow,1,1,0.785,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,18,Lose,5,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,19,Win,5,No-Go,NGW,rune_02_haglaz,yellow,0,0,,1,0.0,+10,0
mueq3f1w9571be42t6l3oibo,1,20,Lose,5,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,21,Lose,6,Go,GAL,rune_02_os,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,1,22,Lose,6,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,23,Win,6,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.611,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,24,Win,6,Go,GW,rune_02_cen,yellow,1,1,0.672,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,25,Lose,7,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,26,Lose,7,No-Go,NGAL,rune_02_raido,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,1,27,Win,7,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.632,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,28,Win,7,Go,GW,rune_02_cen,yellow,1,1,0.625,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,29,Win,8,No-Go,NGW,rune_02_haglaz,yellow,0,0,,1,0.0,+10,0
mueq3f1w9571be42t6l3oibo,1,30,Lose,8,No-Go,NGAL,rune_02_raido,blue,0,1,1.214,0,0.0,-10,1
mueq3f1w9571be42t6l3oibo,1,31,Win,8,Go,GW,rune_02_cen,yellow,1,1,0.671,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,1,32,Lose,8,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,33,Lose,9,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,34,Win,9,Go,GW,rune_02_cen,yellow,1,1,0.873,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,35,Lose,9,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,36,Win,9,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.962,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,1,37,Win,10,Go,GW,rune_02_cen,yellow,1,1,0.797,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,38,Lose,10,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,39,Lose,10,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,40,Win,10,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.577,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,41,Lose,11,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,42,Win,11,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.734,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,43,Lose,11,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,44,Win,11,Go,GW,rune_02_cen,yellow,1,1,0.649,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,45,Lose,12,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,46,Win,12,Go,GW,rune_02_cen,yellow,1,1,0.879,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,47,Win,12,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.935,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,1,48,Lose,12,No-Go,NGAL,rune_02_raido,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,1,49,Lose,13,Go,GAL,rune_02_os,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,1,50,Win,13,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.655,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,51,Lose,13,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,52,Win,13,Go,GW,rune_02_cen,yellow,1,1,0.759,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,53,Win,14,Go,GW,rune_02_cen,yellow,1,1,0.789,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,54,Lose,14,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,55,Lose,14,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,56,Win,14,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.702,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,57,Win,15,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.706,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,58,Win,15,Go,GW,rune_02_cen,yellow,1,1,0.603,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,1,59,Lose,15,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,60,Lose,15,Go,GAL,rune_02_os,blue,1,1,1.063,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,61,Win,16,Go,GW,rune_02_cen,yellow,1,1,0.677,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,1,62,Lose,16,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,63,Win,16,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.689,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,1,64,Lose,16,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,65,Win,17,Go,GW,rune_02_cen,yellow,1,1,0.778,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,66,Lose,17,Go,GAL,rune_02_os,blue,1,1,0.992,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,67,Lose,17,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,68,Win,17,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.615,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,69,Win,18,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.804,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,70,Lose,18,Go,GAL,rune_02_os,blue,1,1,0.815,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,71,Win,18,Go,GW,rune_02_cen,yellow,1,1,0.745,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,72,Lose,18,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,73,Lose,19,Go,GAL,rune_02_os,blue,1,1,0.86,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,74,Win,19,Go,GW,rune_02_cen,yellow,1,1,0.807,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,75,Lose,19,No-Go,NGAL,rune_02_raido,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,1,76,Win,19,No-Go,NGW,rune_02_haglaz,yellow,0,1,1.193,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,77,Win,20,Go,GW,rune_02_cen,yellow,1,1,0.7,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,78,Win,20,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.674,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,79,Lose,20,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,80,Lose,20,Go,GAL,rune_02_os,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,1,81,Win,21,Go,GW,rune_02_cen,yellow,1,1,0.833,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,82,Lose,21,No-Go,NGAL,rune_02_raido,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,1,83,Win,21,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.65,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,1,84,Lose,21,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,85,Lose,22,Go,GAL,rune_02_os,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,1,86,Win,22,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.633,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,87,Lose,22,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,88,Win,22,Go,GW,rune_02_cen,yellow,1,1,0.7,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,89,Win,23,Go,GW,rune_02_cen,yellow,1,1,0.775,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,1,90,Lose,23,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,91,Win,23,No-Go,NGW,rune_02_haglaz,yellow,0,0,,1,0.0,+10,0
mueq3f1w9571be42t6l3oibo,1,92,Lose,23,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,93,Lose,24,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,94,Win,24,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.513,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,95,Win,24,Go,GW,rune_02_cen,yellow,1,1,0.575,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,96,Lose,24,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,97,Win,25,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.612,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,98,Lose,25,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,99,Win,25,Go,GW,rune_02_cen,yellow,1,1,0.787,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,100,Lose,25,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,101,Lose,26,Go,GAL,rune_02_os,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,1,102,Lose,26,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,103,Win,26,Go,GW,rune_02_cen,yellow,1,1,0.543,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,104,Win,26,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.74,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,1,105,Lose,27,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,106,Win,27,Go,GW,rune_02_cen,yellow,1,0,,0,1.0,+10,0
mueq3f1w9571be42t6l3oibo,1,107,Win,27,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.414,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,108,Lose,27,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,109,Lose,28,No-Go,NGAL,rune_02_raido,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,1,110,Lose,28,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,111,Win,28,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.505,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,112,Win,28,Go,GW,rune_02_cen,yellow,1,1,0.655,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,113,Lose,29,Go,GAL,rune_02_os,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,1,114,Win,29,Go,GW,rune_02_cen,yellow,1,1,0.72,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,115,Lose,29,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,1,116,Win,29,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.658,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,117,Win,30,Go,GW,rune_02_cen,yellow,1,1,0.714,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,1,118,Win,30,No-Go,NGW,rune_02_haglaz,yellow,0,1,0.644,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,1,119,Lose,30,Go,GAL,rune_02_os,blue,1,1,0.625,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,1,120,Lose,30,No-Go,NGAL,rune_02_raido,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,121,Lose,31,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,2,122,Lose,31,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,123,Win,31,Go,GW,rune_01_yr,yellow,1,1,0.545,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,124,Win,31,No-Go,NGW,rune_01_ger,yellow,0,1,0.583,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,125,Lose,32,Go,GAL,rune_01_ear,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,2,126,Win,32,Go,GW,rune_01_yr,yellow,1,1,0.559,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,2,127,Win,32,No-Go,NGW,rune_01_ger,yellow,0,1,0.635,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,128,Lose,32,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,129,Lose,33,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,130,Win,33,No-Go,NGW,rune_01_ger,yellow,0,1,0.531,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,2,131,Win,33,Go,GW,rune_01_yr,yellow,1,1,0.625,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,132,Lose,33,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,133,Lose,34,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,134,Win,34,Go,GW,rune_01_yr,yellow,1,1,0.62,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,135,Win,34,No-Go,NGW,rune_01_ger,yellow,0,1,0.635,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,136,Lose,34,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,137,Win,35,No-Go,NGW,rune_01_ger,yellow,0,1,0.557,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,138,Lose,35,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,139,Win,35,Go,GW,rune_01_yr,yellow,1,1,0.577,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,140,Lose,35,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,141,Win,36,Go,GW,rune_01_yr,yellow,1,1,0.521,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,142,Win,36,No-Go,NGW,rune_01_ger,yellow,0,1,0.664,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,143,Lose,36,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,144,Lose,36,Go,GAL,rune_01_ear,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,2,145,Lose,37,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,146,Win,37,No-Go,NGW,rune_01_ger,yellow,0,1,1.218,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,147,Win,37,Go,GW,rune_01_yr,yellow,1,1,0.655,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,148,Lose,37,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,2,149,Win,38,No-Go,NGW,rune_01_ger,yellow,0,1,0.53,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,150,Lose,38,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,151,Win,38,Go,GW,rune_01_yr,yellow,1,1,0.619,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,2,152,Lose,38,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,153,Win,39,No-Go,NGW,rune_01_ger,yellow,0,0,,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,2,154,Lose,39,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,155,Lose,39,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,156,Win,39,Go,GW,rune_01_yr,yellow,1,1,0.64,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,157,Win,40,No-Go,NGW,rune_01_ger,yellow,0,1,0.663,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,158,Lose,40,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,159,Lose,40,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,160,Win,40,Go,GW,rune_01_yr,yellow,1,0,,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,161,Win,41,Go,GW,rune_01_yr,yellow,1,1,1.397,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,162,Win,41,No-Go,NGW,rune_01_ger,yellow,0,1,0.975,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,163,Lose,41,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,164,Lose,41,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,165,Lose,42,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,166,Lose,42,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,2,167,Win,42,No-Go,NGW,rune_01_ger,yellow,0,1,0.564,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,2,168,Win,42,Go,GW,rune_01_yr,yellow,1,0,,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,169,Win,43,No-Go,NGW,rune_01_ger,yellow,0,1,1.021,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,170,Lose,43,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,171,Win,43,Go,GW,rune_01_yr,yellow,1,0,,0,0.0,+1,0
mueq3f1w9571be42t6l3oibo,2,172,Lose,43,Go,GAL,rune_01_ear,blue,1,0,,0,1.0,-1,1
mueq3f1w9571be42t6l3oibo,2,173,Lose,44,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,174,Win,44,No-Go,NGW,rune_01_ger,yellow,0,1,0.481,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,175,Win,44,Go,GW,rune_01_yr,yellow,1,1,0.767,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,176,Lose,44,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,177,Win,45,No-Go,NGW,rune_01_ger,yellow,0,1,0.645,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,178,Lose,45,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,179,Win,45,Go,GW,rune_01_yr,yellow,1,0,,0,1.0,+10,0
mueq3f1w9571be42t6l3oibo,2,180,Lose,45,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,1
mueq3f1w9571be42t6l3oibo,2,181,Lose,46,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,182,Win,46,Go,GW,rune_01_yr,yellow,1,1,0.547,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,2,183,Win,46,No-Go,NGW,rune_01_ger,yellow,0,1,0.61,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,2,184,Lose,46,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,185,Lose,47,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,186,Win,47,Go,GW,rune_01_yr,yellow,1,1,0.61,1,0.0,+10,2
mueq3f1w9571be42t6l3oibo,2,187,Win,47,No-Go,NGW,rune_01_ger,yellow,0,1,0.538,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,188,Lose,47,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,189,Win,48,Go,GW,rune_01_yr,yellow,1,1,0.6,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,190,Lose,48,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,191,Lose,48,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,192,Win,48,No-Go,NGW,rune_01_ger,yellow,0,1,0.518,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,193,Win,49,No-Go,NGW,rune_01_ger,yellow,0,1,1.145,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,194,Lose,49,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,2,195,Lose,49,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,196,Win,49,Go,GW,rune_01_yr,yellow,1,1,0.624,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,197,Win,50,No-Go,NGW,rune_01_ger,yellow,0,1,0.721,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,198,Lose,50,Go,GAL,rune_01_ear,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,2,199,Win,50,Go,GW,rune_01_yr,yellow,1,1,1.361,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,200,Lose,50,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,201,Win,51,No-Go,NGW,rune_01_ger,yellow,0,1,0.541,0,1.0,+10,1
mueq3f1w9571be42t6l3oibo,2,202,Lose,51,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,1.0,-10,0
mueq3f1w9571be42t6l3oibo,2,203,Lose,51,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,204,Win,51,Go,GW,rune_01_yr,yellow,1,1,0.517,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,205,Lose,52,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,206,Win,52,No-Go,NGW,rune_01_ger,yellow,0,1,0.635,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,207,Lose,52,Go,GAL,rune_01_ear,blue,1,0,,0,1.0,-1,0
mueq3f1w9571be42t6l3oibo,2,208,Win,52,Go,GW,rune_01_yr,yellow,1,1,0.51,1,0.0,+10,1
mueq3f1w9571be42t6l3oibo,2,209,Win,53,No-Go,NGW,rune_01_ger,yellow,0,1,0.719,0,0.0,+1,1
mueq3f1w9571be42t6l3oibo,2,210,Lose,53,No-Go,NGAL,rune_01_ingwaz,blue,0,0,,1,0.0,-1,0
mueq3f1w9571be42t6l3oibo,2,211,Win,53,Go,GW,rune_01_yr,yellow,1,1,0.499,1,1.0,+1,1
mueq3f1w9571be42t6l3oibo,2,212,Lose,53,Go,GAL,rune_01_ear,blue,1,0,,0,0.0,-10,0
mueq3f1w9571be42t6l3oibo,2,213,Win,54,No-Go,NGW,rune_01_ger,yellow,0,1,0.542,0,0.0,+1,1
