	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
beta[38,1,1]	-0.0941	0.00204	0.162	-0.425	-0.0948	0.213	6281.0	0.827	1.0
beta[39,1,1]	0.155	0.0022	0.182	-0.209	0.156	0.504	6830.0	0.899	0.999
beta[40,1,1]	0.168	0.00219	0.177	-0.196	0.168	0.502	6557.0	0.863	1.0
beta[41,1,1]	-0.396	0.00188	0.145	-0.69	-0.397	-0.12	5970.0	0.786	1.0
beta[42,1,1]	0.0814	0.00205	0.17	-0.265	0.0828	0.403	6862.0	0.903	1.0
beta[43,1,1]	-0.365	0.002	0.141	-0.652	-0.367	-0.096	4992.0	0.657	1.0
beta[44,1,1]	0.622	0.00216	0.167	0.282	0.621	0.94	5964.0	0.785	0.999
beta[45,1,1]	0.148	0.00191	0.146	-0.152	0.146	0.418	5833.0	0.768	1.0
beta[46,1,1]	0.596	0.00201	0.159	0.277	0.595	0.902	6304.0	0.83	1.0
beta[47,1,1]	0.255	0.00213	0.167	-0.0835	0.252	0.565	6184.0	0.814	0.999
beta[48,1,1]	-0.189	0.00173	0.139	-0.47	-0.19	0.0778	6461.0	0.851	1.0
beta[49,1,1]	-0.571	0.00176	0.135	-0.851	-0.571	-0.321	5881.0	0.774	1.0
beta[50,1,1]	0.424	0.00202	0.153	0.109	0.426	0.712	5759.0	0.758	1.0
beta[51,1,1]	0.491	0.00187	0.145	0.196	0.489	0.765	5971.0	0.786	1.0
beta[52,1,1]	-0.13	0.0019	0.155	-0.454	-0.131	0.161	6697.0	0.882	1.0
beta[53,1,1]	-0.0604	0.00184	0.145	-0.353	-0.0626	0.212	6241.0	0.822	0.999
beta[54,1,1]	0.898	0.00181	0.151	0.597	0.895	1.19	6972.0	0.918	1.0
beta[55,1,1]	0.0669	0.00166	0.133	-0.204	0.0666	0.318	6442.0	0.848	1.0
beta[56,1,1]	-0.826	0.00189	0.149	-1.13	-0.824	-0.547	6150.0	0.81	1.0
beta[57,1,1]	-0.211	0.00194	0.162	-0.537	-0.209	0.0951	7030.0	0.926	0.999
beta[58,1,1]	0.568	0.00194	0.153	0.251	0.568	0.859	6236.0	0.821	1.0
beta[59,1,1]	-0.462	0.00191	0.152	-0.773	-0.463	-0.176	6329.0	0.833	1.0
beta[60,1,1]	0.268	0.00172	0.142	-0.023	0.268	0.537	6855.0	0.903	0.999
beta[61,1,1]	-0.361	0.00215	0.177	-0.726	-0.365	-0.0221	6771.0	0.891	1.0
beta[62,1,1]	0.309	0.00197	0.153	-0.00597	0.309	0.599	6028.0	0.794	1.0
beta[63,1,1]	-0.126	0.00171	0.143	-0.416	-0.127	0.148	6997.0	0.921	1.0
beta[64,1,1]	0.0996	0.00189	0.146	-0.197	0.0986	0.373	5915.0	0.779	1.0
beta[65,1,1]	0.0637	0.0019	0.139	-0.222	0.0631	0.324	5326.0	0.701	1.0
beta[66,1,1]	0.104	0.00179	0.144	-0.188	0.102	0.38	6424.0	0.846	1.0
beta[67,1,1]	0.792	0.00259	0.202	0.392	0.787	1.18	6072.0	0.799	1.0
beta[68,1,1]	0.131	0.00221	0.162	-0.201	0.131	0.443	5341.0	0.703	1.0
beta[69,1,1]	0.0798	0.00169	0.146	-0.223	0.0811	0.353	7428.0	0.978	1.0
beta[70,1,1]	0.0538	0.00177	0.147	-0.248	0.0522	0.33	6879.0	0.906	1.0
beta[71,1,1]	0.173	0.00177	0.143	-0.116	0.171	0.447	6573.0	0.865	1.0
beta[72,1,1]	-0.23	0.00174	0.14	-0.519	-0.23	0.0339	6421.0	0.845	1.0
beta[73,1,1]	-0.0694	0.00172	0.142	-0.36	-0.0707	0.203	6767.0	0.891	1.0
beta[74,1,1]	0.153	0.00195	0.162	-0.181	0.154	0.459	6863.0	0.904	1.0
beta[75,1,1]	0.402	0.00207	0.145	0.105	0.398	0.68	4899.0	0.645	0.999
beta[76,1,1]	-0.281	0.00216	0.167	-0.626	-0.282	0.0324	5991.0	0.789	0.999
beta[77,1,1]	0.285	0.00193	0.145	-0.00565	0.284	0.559	5656.0	0.745	1.0
beta[78,1,1]	0.0789	0.0022	0.17	-0.263	0.0759	0.398	5956.0	0.784	1.0
beta[79,1,1]	-0.735	0.00175	0.134	-1.01	-0.737	-0.48	5919.0	0.779	1.0
beta[80,1,1]	0.233	0.00207	0.161	-0.0946	0.231	0.539	6040.0	0.795	1.0
beta[81,1,1]	-0.837	0.00189	0.161	-1.17	-0.838	-0.537	7274.0	0.958	1.0
beta[82,1,1]	0.582	0.00256	0.177	0.232	0.58	0.922	4745.0	0.625	1.0
beta[83,1,1]	0.0264	0.00218	0.152	-0.284	0.0259	0.309	4878.0	0.642	1.0
beta[84,1,1]	-0.272	0.00212	0.153	-0.591	-0.272	0.0238	5222.0	0.687	0.999
beta[85,1,1]	-0.00275	0.00189	0.15	-0.328	-0.00121	0.278	6351.0	0.836	1.0
beta[86,1,1]	-0.237	0.00225	0.162	-0.574	-0.238	0.0655	5158.0	0.679	1.0
beta[87,1,1]	0.462	0.00203	0.157	0.148	0.459	0.77	5995.0	0.789	1.0
beta[88,1,1]	0.112	0.00207	0.149	-0.196	0.115	0.391	5172.0	0.681	1.0
beta[89,1,1]	0.392	0.00203	0.144	0.104	0.392	0.662	5040.0	0.664	1.0
beta[90,1,1]	-0.233	0.00219	0.16	-0.566	-0.235	0.0645	5336.0	0.703	0.999
beta[91,1,1]	-0.187	0.00196	0.153	-0.506	-0.186	0.102	6105.0	0.804	1.0
beta[92,1,1]	-0.224	0.0018	0.147	-0.527	-0.224	0.053	6643.0	0.875	0.999
beta[93,1,1]	0.237	0.0021	0.149	-0.0718	0.237	0.52	5051.0	0.665	1.0
beta[94,1,1]	0.307	0.00191	0.15	0.00805	0.305	0.593	6195.0	0.816	1.0
beta[95,1,1]	0.12	0.00204	0.143	-0.174	0.119	0.391	4906.0	0.646	1.0
beta[96,1,1]	0.115	0.00164	0.141	-0.173	0.115	0.391	7470.0	0.984	1.0
beta[97,1,1]	-0.294	0.00191	0.14	-0.579	-0.295	-0.031	5403.0	0.711	1.0
beta[98,1,1]	0.258	0.00175	0.15	-0.0399	0.257	0.542	7306.0	0.962	1.0
beta[99,1,1]	0.198	0.0022	0.169	-0.142	0.197	0.518	5914.0	0.779	1.0
beta[100,1,1]	0.0112	0.00185	0.151	-0.289	0.0095	0.295	6669.0	0.878	1.0
beta[101,1,1]	-0.142	0.00193	0.153	-0.45	-0.143	0.152	6335.0	0.834	1.0
beta[102,1,1]	0.6	0.00202	0.154	0.287	0.598	0.887	5785.0	0.762	1.0
beta[103,1,1]	-0.0523	0.00182	0.167	-0.396	-0.0544	0.265	8444.0	1.11	1.0
beta[104,1,1]	0.211	0.00206	0.155	-0.109	0.21	0.507	5689.0	0.749	1.0
beta[105,1,1]	0.145	0.00165	0.143	-0.142	0.146	0.414	7510.0	0.989	1.0
beta[106,1,1]	0.612	0.00189	0.153	0.3	0.614	0.889	6518.0	0.858	1.0
beta[107,1,1]	0.234	0.00194	0.162	-0.091	0.232	0.542	6979.0	0.919	1.0
beta[108,1,1]	0.566	0.00195	0.148	0.27	0.565	0.849	5769.0	0.759	1.0
beta[109,1,1]	-0.31	0.00204	0.145	-0.61	-0.308	-0.0343	5019.0	0.661	1.0
beta[110,1,1]	0.299	0.00186	0.157	-0.0161	0.297	0.602	7150.0	0.941	0.999
beta[1,2,1]	-0.103	0.00165	0.137	-0.393	-0.104	0.158	6972.0	0.918	1.0
beta[2,2,1]	-0.689	0.0017	0.133	-0.965	-0.69	-0.439	6145.0	0.809	1.0
beta[3,2,1]	0.111	0.0018	0.145	-0.181	0.109	0.391	6446.0	0.849	1.0
beta[4,2,1]	0.0245	0.0022	0.154	-0.282	0.0215	0.317	4892.0	0.644	1.0
beta[5,2,1]	-0.49	0.00191	0.138	-0.767	-0.489	-0.23	5257.0	0.692	1.0
beta[6,2,1]	-0.4	0.00184	0.152	-0.708	-0.401	-0.112	6820.0	0.898	1.0
beta[7,2,1]	-0.134	0.00176	0.151	-0.44	-0.133	0.157	7366.0	0.97	1.0
beta[8,2,1]	0.0242	0.00185	0.143	-0.271	0.0241	0.294	6033.0	0.794	0.999
beta[9,2,1]	-0.52	0.00211	0.16	-0.852	-0.522	-0.211	5787.0	0.762	1.0
beta[10,2,1]	-0.274	0.00187	0.159	-0.601	-0.275	0.0281	7211.0	0.949	0.999
beta[11,2,1]	0.195	0.00214	0.168	-0.153	0.192	0.506	6205.0	0.817	1.0
beta[12,2,1]	-0.594	0.00183	0.148	-0.908	-0.595	-0.323	6506.0	0.857	1.0
beta[13,2,1]	-0.379	0.00195	0.171	-0.73	-0.38	-0.0538	7690.0	1.01	0.999
beta[14,2,1]	0.121	0.00211	0.149	-0.183	0.12	0.402	4992.0	0.657	1.0
beta[15,2,1]	-0.0739	0.00194	0.134	-0.348	-0.0713	0.17	4753.0	0.626	1.0
beta[16,2,1]	-0.538	0.00226	0.172	-0.891	-0.536	-0.22	5791.0	0.762	1.0
beta[17,2,1]	0.134	0.00192	0.143	-0.16	0.132	0.405	5589.0	0.736	0.999
beta[18,2,1]	-0.47	0.00206	0.165	-0.816	-0.472	-0.162	6403.0	0.843	1.0
beta[19,2,1]	-0.568	0.00183	0.14	-0.859	-0.567	-0.308	5832.0	0.768	1.0
beta[20,2,1]	0.309	0.00187	0.149	0.00969	0.306	0.598	6356.0	0.837	1.0
beta[21,2,1]	-0.337	0.00192	0.147	-0.642	-0.337	-0.0556	5874.0	0.773	1.0
beta[22,2,1]	0.101	0.0021	0.162	-0.223	0.1	0.408	5973.0	0.786	1.0
beta[23,2,1]	0.337	0.00201	0.169	0.00452	0.335	0.658	7067.0	0.93	1.0
beta[24,2,1]	0.0683	0.00187	0.141	-0.218	0.0668	0.332	5694.0	0.75	1.0
beta[25,2,1]	0.0458	0.00196	0.156	-0.274	0.0459	0.342	6341.0	0.835	1.0
beta[26,2,1]	-0.0749	0.00181	0.144	-0.373	-0.0758	0.199	6381.0	0.84	1.0
beta[27,2,1]	-0.369	0.002	0.155	-0.692	-0.369	-0.076	6009.0	0.791	1.0
beta[28,2,1]	-0.154	0.00181	0.148	-0.455	-0.155	0.125	6715.0	0.884	1.0
beta[29,2,1]	-0.0154	0.00216	0.166	-0.365	-0.0138	0.291	5949.0	0.783	0.999
beta[30,2,1]	-0.00834	0.00407	0.396	-0.814	-0.0124	0.759	9439.0	1.24	0.999
beta[31,2,1]	0.357	0.00194	0.144	0.0616	0.354	0.633	5561.0	0.732	1.0
beta[32,2,1]	-0.95	0.00192	0.139	-1.24	-0.949	-0.691	5236.0	0.689	1.0
beta[33,2,1]	-0.0579	0.00182	0.139	-0.337	-0.0595	0.216	5873.0	0.773	1.0
beta[34,2,1]	-0.0199	0.00184	0.148	-0.32	-0.0207	0.257	6422.0	0.846	1.0
beta[35,2,1]	0.223	0.00244	0.19	-0.16	0.222	0.58	6041.0	0.795	1.0
beta[36,2,1]	0.0532	0.00223	0.17	-0.281	0.051	0.378	5803.0	0.764	1.0
beta[37,2,1]	0.588	0.0021	0.162	0.259	0.588	0.893	5959.0	0.785	1.0
beta[38,2,1]	-0.142	0.00188	0.155	-0.454	-0.142	0.159	6787.0	0.894	1.0
beta[39,2,1]	-0.0551	0.00202	0.162	-0.393	-0.056	0.254	6447.0	0.849	0.999
beta[40,2,1]	0.102	0.00191	0.152	-0.204	0.1	0.394	6402.0	0.843	1.0
beta[41,2,1]	-0.211	0.00182	0.15	-0.526	-0.208	0.0699	6837.0	0.9	1.0
beta[42,2,1]	-0.259	0.00221	0.185	-0.648	-0.255	0.0842	6992.0	0.921	1.0
beta[43,2,1]	-0.000693	0.00436	0.396	-0.807	-0.00366	0.748	8246.0	1.09	1.0
beta[44,2,1]	-0.48	0.00198	0.157	-0.802	-0.479	-0.189	6286.0	0.828	1.0
beta[45,2,1]	0.385	0.00217	0.158	0.0736	0.382	0.687	5298.0	0.698	1.0
beta[46,2,1]	0.00156	0.00416	0.39	-0.817	0.00442	0.728	8828.0	1.16	0.999
beta[47,2,1]	-0.0323	0.00209	0.167	-0.377	-0.0332	0.288	6435.0	0.847	1.0
beta[48,2,1]	0.00283	0.00422	0.391	-0.805	0.00104	0.741	8604.0	1.13	0.999
beta[49,2,1]	-0.441	0.00173	0.134	-0.715	-0.44	-0.19	5943.0	0.782	0.999
beta[50,2,1]	0.041	0.00185	0.144	-0.258	0.0392	0.313	6046.0	0.796	1.0
beta[51,2,1]	0.212	0.00182	0.142	-0.0811	0.212	0.485	6078.0	0.8	1.0
beta[52,2,1]	-0.362	0.00196	0.161	-0.697	-0.362	-0.0603	6712.0	0.884	1.0
beta[53,2,1]	0.112	0.00192	0.149	-0.192	0.112	0.394	5969.0	0.786	0.999
beta[54,2,1]	1.0	0.00241	0.186	0.642	0.996	1.36	5948.0	0.783	1.0
beta[55,2,1]	-0.000442	0.00412	0.406	-0.825	0.00101	0.772	9728.0	1.28	1.0
beta[56,2,1]	-0.00228	0.00421	0.395	-0.807	-0.00819	0.736	8815.0	1.16	1.0
beta[57,2,1]	-0.364	0.00211	0.172	-0.713	-0.368	-0.0394	6706.0	0.883	0.999
beta[58,2,1]	0.316	0.00183	0.138	0.0294	0.316	0.573	5709.0	0.752	1.0
beta[59,2,1]	0.00567	0.00404	0.391	-0.813	0.0064	0.746	9343.0	1.23	1.0
beta[60,2,1]	0.138	0.00177	0.14	-0.144	0.137	0.403	6270.0	0.825	1.0
beta[61,2,1]	0.141	0.00231	0.181	-0.22	0.135	0.485	6101.0	0.803	1.0
beta[62,2,1]	-0.00046	0.00435	0.389	-0.777	-0.0046	0.727	8002.0	1.05	0.999
beta[63,2,1]	0.192	0.00239	0.18	-0.166	0.189	0.539	5657.0	0.745	1.0
beta[64,2,1]	0.358	0.00196	0.146	0.0582	0.354	0.642	5554.0	0.731	1.0
beta[65,2,1]	0.265	0.00174	0.146	-0.0242	0.262	0.544	6988.0	0.92	1.0
beta[66,2,1]	-0.234	0.00191	0.139	-0.517	-0.233	0.033	5287.0	0.696	1.0
beta[67,2,1]	-0.0732	0.00214	0.181	-0.445	-0.0762	0.271	7138.0	0.94	1.0
beta[68,2,1]	0.0753	0.00205	0.167	-0.265	0.072	0.391	6621.0	0.872	1.0
beta[69,2,1]	-0.394	0.00186	0.141	-0.687	-0.396	-0.128	5800.0	0.764	1.0
beta[70,2,1]	-0.0538	0.00191	0.148	-0.353	-0.0537	0.229	5974.0	0.787	1.0
beta[71,2,1]	0.114	0.00186	0.142	-0.17	0.115	0.389	5817.0	0.766	1.0
beta[72,2,1]	0.363	0.00199	0.152	0.0572	0.364	0.651	5803.0	0.764	1.0
beta[73,2,1]	0.37	0.00221	0.168	0.0338	0.366	0.693	5816.0	0.766	1.0
beta[74,2,1]	-0.0242	0.00197	0.156	-0.335	-0.0243	0.269	6272.0	0.826	1.0
beta[75,2,1]	0.126	0.0019	0.145	-0.178	0.129	0.399	5779.0	0.761	1.0
beta[76,2,1]	-0.1	0.00202	0.173	-0.437	-0.1	0.215	7338.0	0.966	1.0
beta[77,2,1]	-0.00441	0.00195	0.159	-0.329	-0.00276	0.304	6696.0	0.882	1.0
beta[78,2,1]	0.00951	0.00205	0.176	-0.348	0.0082	0.337	7348.0	0.967	1.0
beta[79,2,1]	0.000274	0.00416	0.4	-0.824	7.15e-05	0.759	9253.0	1.22	1.0
beta[80,2,1]	0.42	0.00193	0.155	0.103	0.419	0.717	6487.0	0.854	0.999
beta[81,2,1]	-1.05	0.00263	0.209	-1.49	-1.05	-0.662	6316.0	0.832	1.0
beta[82,2,1]	-0.149	0.00214	0.169	-0.497	-0.151	0.164	6209.0	0.817	1.0
beta[83,2,1]	0.00147	0.0041	0.39	-0.8	0.0031	0.72	9050.0	1.19	1.0
beta[84,2,1]	-0.00693	0.00184	0.142	-0.302	-0.00657	0.26	5971.0	0.786	0.999
beta[85,2,1]	-0.123	0.00178	0.141	-0.406	-0.125	0.137	6321.0	0.832	1.0
beta[86,2,1]	0.393	0.0022	0.173	0.0431	0.394	0.725	6181.0	0.814	1.0
beta[87,2,1]	0.5	0.00195	0.154	0.182	0.498	0.796	6270.0	0.825	1.0
beta[88,2,1]	-0.105	0.00184	0.144	-0.396	-0.108	0.169	6113.0	0.805	1.0
beta[89,2,1]	0.412	0.00185	0.142	0.124	0.409	0.674	5868.0	0.773	1.0
beta[90,2,1]	-0.389	0.00208	0.165	-0.735	-0.387	-0.0833	6261.0	0.824	0.999
beta[91,2,1]	-0.454	0.00184	0.143	-0.748	-0.453	-0.186	6098.0	0.803	0.999
beta[92,2,1]	-0.339	0.00191	0.15	-0.649	-0.339	-0.0595	6183.0	0.814	1.0
beta[93,2,1]	-0.0108	0.00205	0.144	-0.309	-0.0138	0.261	4934.0	0.65	1.0
beta[94,2,1]	-0.0974	0.00185	0.139	-0.378	-0.0972	0.165	5659.0	0.745	1.0
beta[95,2,1]	0.00338	0.00374	0.379	-0.793	0.0088	0.702	10308.0	1.36	0.999
beta[96,2,1]	0.223	0.00182	0.151	-0.0862	0.224	0.508	6878.0	0.906	1.0
beta[97,2,1]	-0.456	0.00196	0.147	-0.76	-0.457	-0.181	5612.0	0.739	0.999
beta[98,2,1]	0.00408	0.00416	0.383	-0.771	0.00639	0.711	8509.0	1.12	1.0
beta[99,2,1]	0.0895	0.00188	0.15	-0.213	0.0891	0.367	6394.0	0.842	1.0
beta[100,2,1]	0.0842	0.00207	0.17	-0.263	0.0841	0.4	6734.0	0.887	0.999
beta[101,2,1]	-0.0991	0.00187	0.148	-0.4	-0.0988	0.183	6243.0	0.822	1.0
beta[102,2,1]	-0.00837	0.00189	0.143	-0.3	-0.00973	0.26	5721.0	0.753	1.0
beta[103,2,1]	-0.0597	0.0022	0.174	-0.41	-0.0616	0.27	6253.0	0.823	1.0
beta[104,2,1]	-0.0316	0.00205	0.151	-0.34	-0.0324	0.255	5419.0	0.714	1.0
beta[105,2,1]	0.0189	0.00187	0.147	-0.281	0.0181	0.299	6211.0	0.818	1.0
beta[106,2,1]	0.591	0.00188	0.146	0.292	0.591	0.862	6033.0	0.794	0.999
beta[107,2,1]	0.187	0.00199	0.157	-0.131	0.185	0.483	6213.0	0.818	1.0
beta[108,2,1]	0.00175	0.00439	0.39	-0.785	0.000294	0.743	7901.0	1.04	1.0
beta[109,2,1]	0.133	0.00181	0.146	-0.159	0.132	0.413	6521.0	0.859	0.999
beta[110,2,1]	-0.754	0.00208	0.163	-1.1	-0.75	-0.445	6185.0	0.814	1.0
beta[1,3,1]	0.00723	0.00421	0.383	-0.776	0.00911	0.722	8280.0	1.09	1.0
beta[2,3,1]	-0.179	0.00172	0.137	-0.457	-0.18	0.0745	6339.0	0.835	0.999
beta[3,3,1]	-0.0623	0.00178	0.143	-0.35	-0.0613	0.208	6441.0	0.848	0.999
beta[4,3,1]	0.259	0.00274	0.193	-0.127	0.259	0.624	4957.0	0.653	1.0
beta[5,3,1]	-0.124	0.00193	0.139	-0.412	-0.126	0.141	5196.0	0.684	1.0
beta[6,3,1]	0.102	0.00208	0.147	-0.201	0.102	0.378	4956.0	0.653	0.999
beta[7,3,1]	-0.209	0.00205	0.146	-0.509	-0.209	0.0631	5095.0	0.671	1.0
beta[8,3,1]	0.174	0.00212	0.155	-0.139	0.172	0.47	5386.0	0.709	1.0
beta[9,3,1]	0.03	0.00182	0.147	-0.272	0.0296	0.31	6521.0	0.859	1.0
beta[10,3,1]	0.000921	0.00406	0.395	-0.816	-0.00147	0.757	9477.0	1.25	1.0
beta[11,3,1]	0.0524	0.0024	0.189	-0.333	0.0494	0.417	6151.0	0.81	1.0
beta[12,3,1]	-0.612	0.00199	0.155	-0.939	-0.611	-0.317	6014.0	0.792	1.0
beta[13,3,1]	-0.338	0.00191	0.156	-0.656	-0.338	-0.0435	6694.0	0.881	1.0
beta[14,3,1]	0.327	0.00185	0.145	0.0299	0.324	0.604	6100.0	0.803	0.999
beta[15,3,1]	0.131	0.00183	0.14	-0.147	0.129	0.395	5813.0	0.765	1.0
beta[16,3,1]	-0.552	0.00185	0.155	-0.87	-0.55	-0.262	6949.0	0.915	0.999
beta[17,3,1]	-0.231	0.00191	0.138	-0.51	-0.232	0.0301	5211.0	0.686	1.0
beta[18,3,1]	-0.000787	0.00428	0.382	-0.778	-0.00148	0.726	7963.0	1.05	0.999
beta[19,3,1]	-0.214	0.00183	0.156	-0.547	-0.211	0.0736	7317.0	0.963	1.0
beta[20,3,1]	0.513	0.00207	0.151	0.2	0.51	0.798	5364.0	0.706	0.999
beta[21,3,1]	-0.292	0.00204	0.141	-0.583	-0.291	-0.0251	4774.0	0.629	1.0
beta[22,3,1]	0.0385	0.00202	0.147	-0.262	0.037	0.323	5327.0	0.701	1.0
beta[23,3,1]	-0.315	0.00207	0.167	-0.655	-0.315	-0.000167	6495.0	0.855	1.0
beta[24,3,1]	0.129	0.00167	0.137	-0.154	0.128	0.389	6762.0	0.89	1.0
beta[25,3,1]	0.279	0.00211	0.156	-0.0362	0.279	0.581	5446.0	0.717	1.0
beta[26,3,1]	0.651	0.00272	0.19	0.273	0.648	1.01	4854.0	0.639	1.0
beta[27,3,1]	-0.367	0.00197	0.141	-0.655	-0.366	-0.103	5121.0	0.674	1.0
beta[28,3,1]	-0.151	0.00173	0.14	-0.442	-0.153	0.117	6522.0	0.859	0.999
beta[29,3,1]	-0.0149	0.00211	0.166	-0.367	-0.014	0.301	6249.0	0.823	1.0
beta[30,3,1]	0.144	0.00174	0.135	-0.122	0.143	0.396	5998.0	0.79	1.0
beta[31,3,1]	0.197	0.00185	0.141	-0.0968	0.196	0.458	5744.0	0.756	1.0
beta[32,3,1]	-1.64	0.0021	0.158	-1.97	-1.64	-1.34	5654.0	0.744	1.0
beta[33,3,1]	-0.236	0.002	0.14	-0.534	-0.236	0.0229	4902.0	0.645	1.0
beta[34,3,1]	-0.184	0.00182	0.155	-0.506	-0.184	0.109	7268.0	0.957	1.0
beta[35,3,1]	0.248	0.0018	0.138	-0.0297	0.248	0.51	5881.0	0.774	1.0
beta[36,3,1]	0.0688	0.00204	0.159	-0.247	0.0672	0.375	6065.0	0.798	1.0
beta[37,3,1]	0.479	0.00174	0.148	0.185	0.475	0.766	7230.0	0.952	1.0
beta[38,3,1]	-0.332	0.00201	0.159	-0.658	-0.332	-0.0378	6297.0	0.829	1.0
beta[39,3,1]	0.518	0.00218	0.165	0.187	0.515	0.83	5709.0	0.752	1.0
beta[40,3,1]	0.257	0.00227	0.183	-0.12	0.257	0.61	6499.0	0.856	1.0
beta[41,3,1]	-0.144	0.00215	0.169	-0.486	-0.147	0.173	6151.0	0.81	1.0
