name	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
theta_c_pr[1,20]	1.22	0.00785	0.638	0.0724	1.18	2.53	6601.0	1.7	1.0
theta_c_pr[1,21]	-0.449	0.00614	0.369	-1.05	-0.5	0.39	3606.0	0.931	1.0
theta_c_pr[1,22]	1.48	0.00774	0.673	0.265	1.44	2.85	7564.0	1.95	1.0
theta_c_pr[1,23]	-0.888	0.00503	0.21	-1.29	-0.895	-0.47	1749.0	0.451	1.0
theta_c_pr[1,24]	0.278	0.00687	0.524	-0.591	0.207	1.41	5822.0	1.5	1.0
theta_c_pr[1,25]	1.66	0.00731	0.67	0.414	1.62	3.02	8379.0	2.16	0.999
theta_c_pr[1,26]	0.424	0.0069	0.519	-0.442	0.364	1.53	5654.0	1.46	1.0
theta_c_pr[1,27]	1.13	0.00744	0.632	0.0155	1.07	2.42	7236.0	1.87	1.0
theta_c_pr[1,28]	-1.26	0.00572	0.204	-1.66	-1.27	-0.86	1269.0	0.328	1.0
theta_c_pr[1,29]	-0.441	0.00642	0.364	-1.02	-0.493	0.357	3217.0	0.83	1.0
theta_c_pr[1,30]	-0.907	0.00471	0.198	-1.29	-0.917	-0.514	1761.0	0.455	1.0
theta_c_pr[1,31]	-0.138	0.00742	0.446	-0.852	-0.21	0.865	3614.0	0.933	0.999
theta_c_pr[1,32]	-0.106	0.0054	0.35	-0.719	-0.143	0.625	4196.0	1.08	1.0
theta_c_pr[1,33]	0.482	0.00794	0.576	-0.471	0.421	1.72	5257.0	1.36	1.0
theta_c_pr[1,34]	-1.31	0.00557	0.189	-1.69	-1.31	-0.947	1157.0	0.299	1.0
theta_c_pr[1,35]	0.458	0.00654	0.446	-0.319	0.412	1.37	4641.0	1.2	1.0
theta_c_pr[1,36]	-1.23	0.00528	0.202	-1.61	-1.24	-0.815	1468.0	0.379	1.0
theta_c_pr[1,37]	0.799	0.00759	0.572	-0.195	0.746	1.98	5684.0	1.47	1.0
theta_c_pr[1,38]	0.294	0.00689	0.454	-0.465	0.239	1.24	4353.0	1.12	1.0
theta_c_pr[1,39]	0.805	0.00743	0.568	-0.155	0.743	2.02	5846.0	1.51	1.0
theta_c_pr[1,40]	0.162	0.00599	0.421	-0.534	0.102	1.07	4928.0	1.27	1.0
theta_c_pr[1,41]	-0.662	0.0049	0.224	-1.08	-0.674	-0.221	2088.0	0.539	1.0
theta_c_pr[1,42]	-0.331	0.00512	0.264	-0.814	-0.348	0.207	2661.0	0.687	1.0
theta_c_pr[1,43]	-0.00802	0.00736	0.5	-0.8	-0.0748	1.09	4607.0	1.19	1.0
theta_c_pr[1,44]	-1.33	0.0055	0.183	-1.7	-1.33	-0.984	1108.0	0.286	1.0
theta_c_pr[1,45]	-1.08	0.00535	0.199	-1.46	-1.09	-0.675	1380.0	0.356	1.0
theta_c_pr[1,46]	-1.51	0.00576	0.178	-1.88	-1.51	-1.17	953.0	0.246	1.0
theta_c_pr[1,47]	0.89	0.00675	0.581	-0.109	0.835	2.13	7418.0	1.92	0.999
theta_c_pr[1,48]	0.862	0.00724	0.582	-0.147	0.819	2.05	6461.0	1.67	1.0
theta_c_pr[1,49]	-0.324	0.00521	0.282	-0.833	-0.351	0.284	2944.0	0.76	1.0
theta_c_pr[1,50]	-1.73	0.0061	0.187	-2.12	-1.74	-1.39	944.0	0.244	1.0
theta_c_pr[1,51]	-1.23	0.00535	0.19	-1.6	-1.23	-0.859	1265.0	0.327	1.0
theta_c_pr[1,52]	0.335	0.0072	0.463	-0.414	0.265	1.39	4142.0	1.07	1.0
theta_c_pr[1,53]	0.407	0.00731	0.515	-0.48	0.349	1.53	4972.0	1.28	0.999
theta_c_pr[1,54]	1.0	0.00789	0.615	-0.0692	0.952	2.31	6074.0	1.57	1.0
theta_c_pr[1,55]	0.857	0.00733	0.579	-0.16	0.804	2.07	6233.0	1.61	0.999
theta_c_pr[1,56]	-0.867	0.00465	0.187	-1.24	-0.873	-0.499	1616.0	0.417	1.0
theta_c_pr[1,57]	0.548	0.00684	0.523	-0.324	0.488	1.68	5840.0	1.51	1.0
theta_c_pr[1,58]	0.131	0.00798	0.5	-0.65	0.0513	1.26	3925.0	1.01	1.0
theta_c_pr[1,59]	0.232	0.00549	0.415	-0.483	0.191	1.1	5719.0	1.48	0.999
theta_c_pr[1,60]	0.823	0.00819	0.643	-0.288	0.758	2.16	6154.0	1.59	1.0
theta_c_pr[1,61]	-1.22	0.0055	0.19	-1.59	-1.23	-0.849	1195.0	0.308	1.0
theta_c_pr[1,62]	-0.212	0.00526	0.343	-0.792	-0.246	0.531	4260.0	1.1	1.0
theta_c_pr[1,63]	-0.982	0.00488	0.178	-1.34	-0.985	-0.636	1324.0	0.342	1.0
theta_c_pr[1,64]	0.212	0.00619	0.45	-0.518	0.154	1.2	5291.0	1.37	0.999
theta_c_pr[1,65]	-0.733	0.00562	0.261	-1.19	-0.756	-0.172	2151.0	0.555	1.0
theta_c_pr[1,66]	1.59	0.00739	0.683	0.347	1.54	2.98	8541.0	2.21	1.0
theta_c_pr[1,67]	1.58	0.00803	0.66	0.366	1.54	2.92	6760.0	1.75	0.999
theta_c_pr[1,68]	1.16	0.00694	0.602	0.0963	1.11	2.39	7512.0	1.94	1.0
theta_c_pr[1,69]	1.41	0.00753	0.658	0.244	1.37	2.76	7644.0	1.97	0.999
theta_c_pr[1,70]	-0.29	0.00512	0.302	-0.816	-0.319	0.343	3480.0	0.898	1.0
theta_c_pr[1,71]	0.474	0.00702	0.571	-0.474	0.409	1.71	6606.0	1.71	1.0
theta_c_pr[1,72]	-0.203	0.00493	0.279	-0.706	-0.226	0.38	3203.0	0.827	1.0
theta_c_pr[1,73]	-0.177	0.00621	0.337	-0.732	-0.218	0.571	2942.0	0.759	1.0
theta_c_pr[1,74]	1.29	0.00753	0.625	0.183	1.23	2.59	6897.0	1.78	1.0
theta_c_pr[1,75]	-1.56	0.00569	0.177	-1.92	-1.56	-1.23	965.0	0.249	1.0
theta_c_pr[1,76]	0.759	0.00722	0.581	-0.251	0.709	1.97	6489.0	1.68	1.0
theta_c_pr[1,77]	1.05	0.00783	0.639	-0.089	1.01	2.35	6649.0	1.72	0.999
theta_c_pr[1,78]	-1.13	0.00499	0.166	-1.46	-1.14	-0.811	1102.0	0.285	1.0
theta_c_pr[1,79]	0.159	0.00723	0.49	-0.656	0.101	1.22	4597.0	1.19	1.0
theta_c_pr[1,80]	0.866	0.00738	0.598	-0.167	0.81	2.13	6569.0	1.7	0.999
theta_c_pr[1,81]	0.849	0.00803	0.599	-0.196	0.785	2.08	5558.0	1.43	1.0
theta_c_pr[1,82]	0.375	0.00784	0.533	-0.477	0.302	1.54	4613.0	1.19	0.999
theta_c_pr[1,83]	-0.35	0.00631	0.346	-0.914	-0.395	0.415	3009.0	0.777	1.0
theta_c_pr[1,84]	-1.2	0.00544	0.181	-1.56	-1.21	-0.853	1106.0	0.285	1.0
theta_c_pr[1,85]	-0.708	0.00526	0.268	-1.17	-0.738	-0.106	2604.0	0.672	1.0
theta_c_pr[1,86]	-0.321	0.00535	0.337	-0.884	-0.363	0.417	3976.0	1.03	1.0
theta_c_pr[1,87]	-1.44	0.00569	0.179	-1.82	-1.44	-1.09	989.0	0.255	1.0
theta_c_pr[1,88]	0.658	0.00771	0.568	-0.315	0.593	1.88	5430.0	1.4	1.0
theta_c_pr[1,89]	-0.863	0.00637	0.275	-1.32	-0.899	-0.273	1862.0	0.481	1.0
theta_c_pr[1,90]	-1.09	0.00507	0.174	-1.43	-1.09	-0.756	1172.0	0.302	1.0
theta_c_pr[1,91]	0.298	0.00729	0.527	-0.542	0.226	1.47	5225.0	1.35	1.0
theta_c_pr[1,92]	-0.0947	0.00472	0.314	-0.668	-0.122	0.552	4425.0	1.14	1.0
theta_c_pr[1,93]	-1.51	0.00584	0.178	-1.88	-1.51	-1.17	925.0	0.239	1.0
theta_c_pr[2,1]	0.756	0.00673	0.692	-0.639	0.745	2.08	10594.0	2.74	1.0
theta_c_pr[2,2]	-0.53	0.00724	0.704	-1.98	-0.531	0.809	9467.0	2.44	1.0
theta_c_pr[2,3]	1.1	0.00765	0.734	-0.387	1.09	2.5	9200.0	2.38	1.0
theta_c_pr[2,4]	0.699	0.00695	0.704	-0.749	0.698	2.05	10267.0	2.65	1.0
theta_c_pr[2,5]	-0.943	0.00713	0.653	-2.32	-0.948	0.285	8406.0	2.17	1.0
theta_c_pr[2,6]	0.452	0.00555	0.497	-0.555	0.434	1.45	8025.0	2.07	1.0
theta_c_pr[2,7]	-0.882	0.00731	0.7	-2.3	-0.893	0.446	9190.0	2.37	0.999
theta_c_pr[2,8]	-0.946	0.00504	0.461	-1.93	-0.945	-0.0725	8365.0	2.16	1.0
theta_c_pr[2,9]	-0.392	0.00507	0.45	-1.32	-0.382	0.45	7873.0	2.03	1.0
theta_c_pr[2,10]	1.05	0.00819	0.822	-0.593	1.04	2.62	10087.0	2.6	0.999
theta_c_pr[2,11]	-0.666	0.00514	0.477	-1.67	-0.666	0.223	8616.0	2.22	1.0
theta_c_pr[2,12]	-0.476	0.00741	0.726	-2.02	-0.485	0.885	9591.0	2.48	1.0
theta_c_pr[2,13]	0.0258	0.00548	0.467	-0.952	0.0229	0.915	7273.0	1.88	1.0
theta_c_pr[2,14]	0.938	0.00709	0.732	-0.583	0.941	2.37	10662.0	2.75	1.0
theta_c_pr[2,15]	0.323	0.00753	0.762	-1.27	0.326	1.78	10222.0	2.64	1.0
theta_c_pr[2,16]	0.956	0.00789	0.803	-0.649	0.943	2.45	10360.0	2.67	1.0
theta_c_pr[2,17]	-0.336	0.00745	0.735	-1.85	-0.338	1.06	9730.0	2.51	0.999
theta_c_pr[2,18]	0.112	0.00671	0.665	-1.24	0.0923	1.41	9821.0	2.54	0.999
theta_c_pr[2,19]	0.533	0.00777	0.811	-1.13	0.527	2.1	10910.0	2.82	1.0
theta_c_pr[2,20]	-0.185	0.00791	0.749	-1.7	-0.196	1.21	8970.0	2.32	0.999
theta_c_pr[2,21]	0.018	0.0063	0.623	-1.25	0.00753	1.19	9784.0	2.53	0.999
theta_c_pr[2,22]	-0.851	0.00866	0.822	-2.54	-0.846	0.696	9011.0	2.33	1.0
theta_c_pr[2,23]	-0.21	0.00584	0.559	-1.36	-0.214	0.855	9184.0	2.37	0.999
theta_c_pr[2,24]	-0.563	0.00719	0.701	-1.98	-0.571	0.78	9512.0	2.46	0.999
theta_c_pr[2,25]	0.326	0.00829	0.805	-1.37	0.317	1.82	9436.0	2.44	1.0
theta_c_pr[2,26]	-0.402	0.00736	0.729	-1.93	-0.407	0.964	9805.0	2.53	1.0
theta_c_pr[2,27]	0.677	0.00776	0.801	-0.981	0.671	2.19	10657.0	2.75	1.0
theta_c_pr[2,28]	-0.844	0.00549	0.442	-1.79	-0.838	-0.0328	6487.0	1.67	1.0
theta_c_pr[2,29]	-0.176	0.00695	0.685	-1.58	-0.17	1.11	9705.0	2.51	0.999
theta_c_pr[2,30]	0.0294	0.00711	0.69	-1.37	0.0242	1.36	9410.0	2.43	1.0
theta_c_pr[2,31]	0.217	0.00725	0.673	-1.12	0.199	1.49	8630.0	2.23	1.0
theta_c_pr[2,32]	1.3	0.00726	0.706	-0.152	1.28	2.68	9458.0	2.44	1.0
theta_c_pr[2,33]	0.0303	0.00658	0.671	-1.36	0.031	1.3	10393.0	2.68	1.0
theta_c_pr[2,34]	-1.24	0.00517	0.432	-2.16	-1.23	-0.433	6968.0	1.8	1.0
theta_c_pr[2,35]	-0.267	0.00749	0.729	-1.78	-0.274	1.11	9456.0	2.44	1.0
theta_c_pr[2,36]	-1.0	0.00566	0.485	-2.02	-0.99	-0.11	7357.0	1.9	1.0
theta_c_pr[2,37]	0.438	0.00734	0.759	-1.09	0.434	1.87	10666.0	2.75	0.999
theta_c_pr[2,38]	1.31	0.0072	0.737	-0.167	1.3	2.76	10493.0	2.71	1.0
theta_c_pr[2,39]	0.559	0.00759	0.768	-1.03	0.557	1.99	10229.0	2.64	1.0
theta_c_pr[2,40]	0.257	0.00751	0.669	-1.11	0.251	1.53	7931.0	2.05	1.0
theta_c_pr[2,41]	-0.277	0.00644	0.601	-1.48	-0.294	0.903	8728.0	2.25	1.0
theta_c_pr[2,42]	-1.53	0.00767	0.682	-2.95	-1.52	-0.258	7897.0	2.04	1.0
theta_c_pr[2,43]	-1.02	0.00619	0.605	-2.21	-1.04	0.138	9536.0	2.46	1.0
theta_c_pr[2,44]	1.66	0.00619	0.526	0.624	1.64	2.7	7229.0	1.87	0.999
theta_c_pr[2,45]	-1.17	0.00564	0.552	-2.33	-1.17	-0.136	9558.0	2.47	0.999
theta_c_pr[2,46]	-0.282	0.00482	0.438	-1.22	-0.273	0.521	8259.0	2.13	1.0
theta_c_pr[2,47]	0.154	0.00786	0.781	-1.41	0.155	1.65	9871.0	2.55	1.0
theta_c_pr[2,48]	0.233	0.00668	0.72	-1.23	0.232	1.58	11616.0	3.0	1.0
theta_c_pr[2,49]	0.358	0.00687	0.695	-1.06	0.356	1.67	10259.0	2.65	0.999
theta_c_pr[2,50]	0.643	0.00508	0.412	-0.179	0.634	1.46	6569.0	1.7	1.0
theta_c_pr[2,51]	0.626	0.00513	0.469	-0.309	0.617	1.55	8351.0	2.16	1.0
theta_c_pr[2,52]	-0.568	0.00698	0.715	-2.06	-0.563	0.824	10481.0	2.71	1.0
theta_c_pr[2,53]	0.276	0.00712	0.747	-1.25	0.286	1.71	11018.0	2.84	0.999
theta_c_pr[2,54]	0.259	0.00786	0.805	-1.43	0.243	1.75	10502.0	2.71	1.0
theta_c_pr[2,55]	0.805	0.00813	0.832	-0.924	0.783	2.36	10488.0	2.71	0.999
theta_c_pr[2,56]	0.0324	0.00704	0.636	-1.3	0.0359	1.22	8165.0	2.11	1.0
theta_c_pr[2,57]	0.639	0.00858	0.791	-0.979	0.635	2.15	8503.0	2.2	1.0
theta_c_pr[2,58]	-1.0	0.00695	0.647	-2.35	-0.998	0.194	8662.0	2.24	1.0
theta_c_pr[2,59]	0.643	0.00772	0.772	-0.955	0.654	2.09	9988.0	2.58	1.0
theta_c_pr[2,60]	0.655	0.00757	0.753	-0.89	0.659	2.05	9897.0	2.55	1.0
theta_c_pr[2,61]	-1.77	0.00579	0.491	-2.82	-1.76	-0.872	7196.0	1.86	1.0
theta_c_pr[2,62]	-0.0105	0.00725	0.696	-1.42	-0.0184	1.31	9202.0	2.38	1.0
theta_c_pr[2,63]	-0.0816	0.00605	0.582	-1.25	-0.0911	1.03	9267.0	2.39	0.999
theta_c_pr[2,64]	0.366	0.00686	0.654	-0.942	0.357	1.6	9093.0	2.35	1.0
theta_c_pr[2,65]	-1.08	0.00605	0.606	-2.36	-1.07	0.0534	10029.0	2.59	1.0
theta_c_pr[2,66]	0.254	0.00871	0.802	-1.38	0.249	1.79	8489.0	2.19	1.0
theta_c_pr[2,67]	0.534	0.00795	0.822	-1.12	0.518	2.11	10695.0	2.76	0.999
theta_c_pr[2,68]	-1.01	0.00757	0.775	-2.57	-1.02	0.429	10478.0	2.7	1.0
theta_c_pr[2,69]	0.676	0.00798	0.78	-0.926	0.674	2.14	9557.0	2.47	0.999
theta_c_pr[2,70]	-0.0492	0.00612	0.624	-1.35	-0.0389	1.1	10419.0	2.69	1.0
theta_c_pr[2,71]	-0.522	0.00628	0.638	-1.82	-0.521	0.695	10324.0	2.67	1.0
theta_c_pr[2,72]	0.371	0.00723	0.724	-1.12	0.357	1.75	10014.0	2.59	1.0
theta_c_pr[2,73]	-0.182	0.00724	0.68	-1.55	-0.184	1.09	8833.0	2.28	1.0
theta_c_pr[2,74]	0.562	0.00762	0.765	-0.991	0.546	2.03	10085.0	2.6	0.999
theta_c_pr[2,75]	-0.922	0.00475	0.417	-1.81	-0.912	-0.138	7724.0	1.99	1.0
theta_c_pr[2,76]	0.716	0.00723	0.73	-0.762	0.704	2.13	10214.0	2.64	1.0
theta_c_pr[2,77]	1.0	0.00756	0.775	-0.588	1.0	2.47	10504.0	2.71	1.0
theta_c_pr[2,78]	-1.06	0.00599	0.555	-2.22	-1.05	-0.0255	8583.0	2.22	1.0
theta_c_pr[2,79]	-1.48	0.00696	0.69	-2.9	-1.47	-0.16	9845.0	2.54	1.0
theta_c_pr[2,80]	1.46	0.00753	0.797	-0.134	1.46	2.96	11195.0	2.89	0.999
theta_c_pr[2,81]	0.43	0.00667	0.693	-1.02	0.425	1.72	10783.0	2.78	1.0
theta_c_pr[2,82]	-0.455	0.00699	0.688	-1.85	-0.452	0.821	9695.0	2.5	1.0
theta_c_pr[2,83]	-0.564	0.00674	0.67	-1.94	-0.56	0.741	9867.0	2.55	1.0
theta_c_pr[2,84]	0.297	0.00577	0.52	-0.758	0.283	1.31	8111.0	2.09	1.0
theta_c_pr[2,85]	-0.18	0.00583	0.54	-1.29	-0.178	0.854	8590.0	2.22	1.0
theta_c_pr[2,86]	-0.336	0.00717	0.673	-1.69	-0.341	0.942	8822.0	2.28	1.0
theta_c_pr[2,87]	-0.207	0.00443	0.397	-1.02	-0.209	0.537	8028.0	2.07	1.0
theta_c_pr[2,88]	0.611	0.00728	0.74	-0.928	0.607	2.01	10316.0	2.66	0.999
theta_c_pr[2,89]	0.503	0.00643	0.601	-0.703	0.481	1.67	8731.0	2.25	0.999
theta_c_pr[2,90]	-0.289	0.00617	0.597	-1.54	-0.298	0.828	9374.0	2.42	1.0
theta_c_pr[2,91]	1.08	0.00769	0.699	-0.327	1.07	2.45	8256.0	2.13	0.999
theta_c_pr[2,92]	-1.15	0.00752	0.669	-2.51	-1.15	0.0813	7921.0	2.04	1.0
theta_c_pr[2,93]	0.0837	0.0049	0.426	-0.784	0.0792	0.892	7557.0	1.95	0.999
theta_c_pr[3,1]	0.355	0.00831	0.753	-1.16	0.341	1.79	8225.0	2.12	1.0
theta_c_pr[3,2]	0.0732	0.00695	0.647	-1.26	0.0696	1.3	8653.0	2.23	1.0
theta_c_pr[3,3]	-0.0866	0.00797	0.736	-1.54	-0.107	1.34	8533.0	2.2	0.999
theta_c_pr[3,4]	0.00736	0.00817	0.747	-1.48	0.00308	1.44	8361.0	2.16	1.0
theta_c_pr[3,5]	0.273	0.00681	0.633	-1.01	0.267	1.47	8641.0	2.23	1.0
theta_c_pr[3,6]	0.19	0.00599	0.54	-0.879	0.177	1.24	8101.0	2.09	1.0
theta_c_pr[3,7]	0.641	0.00704	0.694	-0.775	0.638	1.95	9708.0	2.51	1.0
theta_c_pr[3,8]	0.565	0.00671	0.64	-0.748	0.554	1.82	9096.0	2.35	1.0
theta_c_pr[3,9]	1.18	0.00576	0.517	0.183	1.15	2.19	8052.0	2.08	1.0
theta_c_pr[3,10]	0.913	0.00867	0.795	-0.682	0.915	2.43	8419.0	2.17	1.0
theta_c_pr[3,11]	0.623	0.00577	0.515	-0.409	0.617	1.63	7947.0	2.05	1.0
theta_c_pr[3,12]	-0.0247	0.00703	0.702	-1.45	-0.0364	1.32	9963.0	2.57	1.0
theta_c_pr[3,13]	0.247	0.00531	0.48	-0.724	0.245	1.17	8162.0	2.11	1.0
theta_c_pr[3,14]	-0.345	0.00781	0.792	-1.99	-0.355	1.2	10278.0	2.65	1.0
theta_c_pr[3,15]	-0.458	0.00678	0.705	-1.89	-0.47	0.894	10821.0	2.79	1.0
theta_c_pr[3,16]	0.529	0.00779	0.814	-1.11	0.527	2.05	10944.0	2.83	0.999
theta_c_pr[3,17]	0.748	0.00696	0.652	-0.556	0.734	2.01	8769.0	2.26	1.0
theta_c_pr[3,18]	-0.458	0.0066	0.585	-1.65	-0.45	0.655	7860.0	2.03	1.0
theta_c_pr[3,19]	-0.0942	0.00808	0.771	-1.67	-0.0989	1.37	9107.0	2.35	1.0
theta_c_pr[3,20]	0.0622	0.00797	0.734	-1.44	0.0521	1.49	8475.0	2.19	0.999
theta_c_pr[3,21]	1.31	0.00635	0.641	-0.0107	1.3	2.57	10195.0	2.63	1.0
theta_c_pr[3,22]	0.138	0.00799	0.787	-1.5	0.146	1.61	9707.0	2.51	0.999
theta_c_pr[3,23]	0.487	0.00604	0.576	-0.665	0.483	1.59	9107.0	2.35	1.0
theta_c_pr[3,24]	-0.152	0.00698	0.659	-1.54	-0.157	1.12	8915.0	2.3	1.0
theta_c_pr[3,25]	-0.0551	0.00711	0.739	-1.57	-0.0613	1.34	10798.0	2.79	1.0
theta_c_pr[3,26]	0.808	0.00722	0.7	-0.606	0.802	2.14	9396.0	2.43	1.0
theta_c_pr[3,27]	0.0157	0.00757	0.741	-1.49	0.00669	1.44	9566.0	2.47	0.999
theta_c_pr[3,28]	0.0997	0.00513	0.441	-0.785	0.0973	0.936	7380.0	1.91	1.0
theta_c_pr[3,29]	-0.029	0.00645	0.582	-1.21	-0.0261	1.04	8160.0	2.11	0.999
theta_c_pr[3,30]	1.62	0.00802	0.671	0.294	1.61	2.91	6990.0	1.8	1.0
theta_c_pr[3,31]	-0.91	0.00627	0.555	-2.07	-0.912	0.132	7842.0	2.02	1.0
theta_c_pr[3,32]	-0.2	0.00703	0.676	-1.57	-0.201	1.08	9246.0	2.39	1.0
theta_c_pr[3,33]	0.207	0.00799	0.782	-1.38	0.194	1.69	9588.0	2.48	1.0
theta_c_pr[3,34]	1.59	0.00595	0.504	0.601	1.56	2.59	7161.0	1.85	1.0
theta_c_pr[3,35]	-0.76	0.00708	0.695	-2.19	-0.762	0.567	9655.0	2.49	1.0
theta_c_pr[3,36]	0.532	0.00523	0.455	-0.401	0.526	1.4	7588.0	1.96	1.0
theta_c_pr[3,37]	1.28	0.00786	0.782	-0.311	1.26	2.78	9899.0	2.56	1.0
theta_c_pr[3,38]	-0.443	0.00806	0.749	-1.93	-0.469	1.01	8633.0	2.23	0.999
theta_c_pr[3,39]	-0.477	0.00751	0.729	-1.96	-0.483	0.91	9433.0	2.44	1.0
theta_c_pr[3,40]	-1.07	0.00697	0.633	-2.38	-1.07	0.124	8250.0	2.13	1.0
theta_c_pr[3,41]	-0.434	0.00679	0.554	-1.57	-0.443	0.618	6669.0	1.72	1.0
theta_c_pr[3,42]	-0.732	0.00686	0.648	-2.12	-0.721	0.474	8922.0	2.3	1.0
theta_c_pr[3,43]	-0.763	0.00686	0.585	-1.95	-0.761	0.362	7284.0	1.88	1.0
theta_c_pr[3,44]	-1.04	0.00485	0.433	-1.97	-1.04	-0.239	7983.0	2.06	1.0
theta_c_pr[3,45]	1.53	0.00607	0.519	0.486	1.51	2.53	7316.0	1.89	1.0
theta_c_pr[3,46]	0.00964	0.00438	0.387	-0.789	0.012	0.731	7806.0	2.02	1.0
theta_c_pr[3,47]	0.033	0.00719	0.712	-1.36	0.03	1.38	9804.0	2.53	1.0
theta_c_pr[3,48]	0.754	0.00789	0.78	-0.8	0.733	2.26	9771.0	2.52	1.0
theta_c_pr[3,49]	-0.133	0.00666	0.636	-1.42	-0.149	1.07	9122.0	2.35	1.0
theta_c_pr[3,50]	0.4	0.0045	0.404	-0.408	0.387	1.2	8073.0	2.08	1.0
theta_c_pr[3,51]	0.577	0.00578	0.511	-0.441	0.567	1.58	7832.0	2.02	1.0
theta_c_pr[3,52]	-0.124	0.0073	0.703	-1.56	-0.12	1.2	9270.0	2.39	1.0
theta_c_pr[3,53]	-0.358	0.00717	0.694	-1.77	-0.354	0.947	9359.0	2.42	1.0
theta_c_pr[3,54]	-0.947	0.00734	0.717	-2.44	-0.956	0.441	9528.0	2.46	1.0
theta_c_pr[3,55]	0.657	0.00832	0.801	-0.952	0.634	2.19	9274.0	2.39	0.999
theta_c_pr[3,56]	-0.629	0.00616	0.558	-1.78	-0.621	0.433	8196.0	2.12	1.0
theta_c_pr[3,57]	0.607	0.00763	0.747	-0.868	0.603	2.04	9576.0	2.47	1.0
theta_c_pr[3,58]	0.459	0.00649	0.611	-0.777	0.447	1.67	8886.0	2.29	1.0
theta_c_pr[3,59]	1.03	0.00741	0.744	-0.444	1.02	2.46	10084.0	2.6	0.999
theta_c_pr[3,60]	-0.946	0.00679	0.671	-2.35	-0.95	0.374	9775.0	2.52	0.999
theta_c_pr[3,61]	0.8	0.00546	0.469	-0.139	0.785	1.7	7379.0	1.9	1.0
theta_c_pr[3,62]	-0.788	0.00622	0.591	-1.98	-0.789	0.325	9043.0	2.33	1.0
theta_c_pr[3,63]	0.0138	0.00595	0.536	-1.08	0.0075	1.02	8120.0	2.1	1.0
theta_c_pr[3,64]	-1.43	0.00665	0.651	-2.8	-1.42	-0.236	9577.0	2.47	1.0
